persona_id,edad,genero,provincia,zona_urbana,nivel_educativo,preferencia_contacto,antiguedad_cliente,hijos,tamano_hogar,ocupacion,vivienda_propia,posee_auto,ingresos_mensuales,ahorro_mensual,deuda_tarjeta,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,costo_mensual_total_seguro,deuda_frac_ingreso,ahorro_frac_ingreso,producto_objetivo,adquirio
752,21,0,Buenos Aires,1,secundario,email,230,0,3,autonomo,0,1,908237.06,91922.65,5090.84,1,5655041.21,165633.21,1,0,0,1,0.0,6372.87,1,404479.06,5,1,0,0,0,0,0,0,13802.77,0.006,0.101,Salud,0
753,65,0,Tucuman,1,secundario,whatsapp,230,0,3,jubilado,1,1,621804.25,18930.2,89741.47,1,2421473.36,143306.29,1,0,0,1,0.0,9553.57,0,0.0,9999,1,0,0,0,0,0,0,11942.19,0.144,0.03,Hogar,1
754,85,0,CABA,1,universitario,whatsapp,545,1,3,empleado,1,1,918763.84,73725.01,170566.94,1,4631419.07,123236.66,12,8,1,3,0.667,8719.61,0,0.0,9999,0,1,0,0,0,0,0,10269.72,0.186,0.08,Mascotas,0
755,42,1,Entre Rios,1,primario,email,292,0,3,empleado,1,1,875538.37,0.0,0.0,2,12706313.65,150999.33,4,2,1,1,0.5,9231.06,0,0.0,9999,1,0,1,0,0,0,0,25166.55,0.0,0.0,Hogar,1
756,85,1,CABA,1,primario,whatsapp,906,3,3,empleado,1,0,1212924.74,111315.12,118984.57,1,2706547.66,159252.24,24,18,2,4,0.75,11087.17,1,1583469.88,470,1,0,0,0,0,0,0,13271.02,0.098,0.092,Ninguno,0
757,47,1,Tucuman,1,secundario,telefono,1541,3,1,empleado,1,0,952476.91,0.0,131866.74,2,8996640.65,139441.23,48,23,9,16,0.479,7846.18,0,0.0,9999,1,0,0,1,0,0,0,23240.21,0.138,0.0,Hogar,1
758,31,1,Neuquen,1,terciario,email,1018,2,2,autonomo,0,1,1274520.53,0.0,0.0,2,7970924.89,121340.06,48,27,11,10,0.562,5961.31,1,5445417.88,700,1,0,0,0,0,1,0,20223.34,0.0,0.0,Accidentes,1
759,44,1,La Pampa,0,secundario,telefono,885,1,4,empleado,1,0,1075499.29,0.0,0.0,2,10491832.05,148455.07,46,20,16,10,0.435,6785.8,0,0.0,9999,1,1,0,0,0,0,0,24742.51,0.0,0.0,Salud,1
760,24,0,Santa Fe,1,secundario,whatsapp,843,2,4,empleado,0,0,714935.38,108574.24,37396.93,2,8356294.15,152370.1,34,32,0,2,0.941,12806.34,0,0.0,9999,1,0,0,1,0,0,0,25395.02,0.052,0.152,Hogar,1
761,59,0,Corrientes,0,universitario,email,420,0,2,profesional,1,1,4789531.19,470283.41,0.0,4,14032251.72,114526.04,13,8,0,5,0.615,7496.82,1,711555.58,146,1,1,0,1,0,1,0,38175.35,0.0,0.098,Riesgos,1
762,19,1,Tucuman,1,secundario,email,1575,0,3,empleado,1,0,806167.59,6635.8,202174.54,1,2876000.33,206377.13,24,11,7,6,0.458,10453.71,1,1142592.58,1119,1,0,0,0,0,0,0,17198.09,0.251,0.008,Hogar,1
763,25,0,Salta,1,secundario,email,1304,2,4,empleado,0,0,631048.71,60732.68,124100.52,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.197,0.096,Hogar,1
764,82,0,Santa Fe,1,secundario,whatsapp,331,1,4,jubilado,0,0,231546.73,27922.8,0.0,1,3808164.47,79688.82,1,1,0,0,1.0,6579.82,0,0.0,9999,1,0,0,0,0,0,0,6640.74,0.0,0.121,Ninguno,0
765,61,0,Rio Negro,1,terciario,telefono,2046,0,4,empleado,1,0,615365.68,50450.15,91601.13,1,3382007.93,151262.67,24,16,1,7,0.667,10474.65,2,1833527.39,1562,1,0,0,0,0,0,0,12605.22,0.149,0.082,Hogar,1
766,29,1,Cordoba,1,universitario,email,1612,0,3,empleado,0,1,464910.05,67543.76,96984.33,1,3280803.44,132899.69,24,22,0,2,0.917,10578.97,0,0.0,9999,1,0,0,0,0,0,0,11074.97,0.209,0.145,Salud,1
767,36,1,Neuquen,0,universitario,whatsapp,893,1,2,empleado,1,0,517516.99,13472.31,56787.62,2,6389963.79,118966.82,42,26,9,7,0.619,7074.41,1,1698501.66,300,0,1,0,1,0,0,0,19827.8,0.11,0.026,Vida,1
768,45,1,Salta,0,terciario,whatsapp,1563,2,2,empleado,1,0,474890.36,45672.49,20189.38,1,3239646.81,131785.9,24,17,0,7,0.708,9808.86,0,0.0,9999,0,1,0,0,0,0,0,10982.16,0.043,0.096,Salud,1
769,20,0,Mendoza,1,terciario,telefono,1885,0,2,estudiante,1,1,105548.53,16199.95,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.153,Hogar,0
770,76,0,Mendoza,1,secundario,whatsapp,2168,0,2,empleado,0,1,878770.92,151480.4,0.0,2,7645020.93,149495.16,48,43,0,5,0.896,12046.36,1,1316615.07,2105,1,0,0,1,0,0,0,24915.86,0.0,0.172,Hogar,1
771,31,1,Mendoza,0,universitario,email,943,0,2,profesional,0,0,2968588.48,200698.76,686776.07,4,7522666.19,85829.69,83,49,13,21,0.59,5329.61,0,0.0,9999,1,0,1,0,0,1,1,28609.9,0.231,0.068,Accidentes,1
772,45,0,Neuquen,1,terciario,email,964,1,1,empleado,1,1,1022351.97,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.0,Auto,0
773,73,0,Neuquen,0,secundario,telefono,152,1,3,empleado,1,1,1200476.24,146531.65,218430.18,2,5170121.74,113354.11,2,2,0,0,1.0,9406.33,0,0.0,9999,1,0,0,0,0,0,1,18892.35,0.182,0.122,Hogar,1
774,72,0,La Pampa,1,secundario,telefono,626,1,3,jubilado,1,1,450941.64,42477.65,56892.93,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.126,0.094,Auto,1
775,79,1,Buenos Aires,1,secundario,telefono,34,1,4,jubilado,1,1,723520.09,74570.54,176180.07,1,6168015.54,147959.31,1,1,0,0,1.0,12546.67,0,0.0,9999,1,0,0,0,0,0,0,12329.94,0.244,0.103,Hogar,1
776,59,0,Entre Rios,0,universitario,email,1886,0,3,profesional,1,0,2956205.58,388099.2,160573.31,2,8385863.58,140266.04,48,42,0,6,0.875,11082.19,1,480314.66,1632,1,1,0,0,0,0,0,23377.67,0.054,0.131,Mascotas,1
777,68,1,Misiones,0,terciario,telefono,268,1,2,empleado,0,0,1326694.06,123520.39,128181.91,2,5804794.09,86632.45,3,2,0,1,0.667,6134.34,1,1134865.29,81,0,0,1,1,0,0,0,14438.74,0.097,0.093,Hogar,0
778,26,1,Entre Rios,0,secundario,email,123,1,2,comerciante,0,0,1157583.76,153346.22,79742.63,2,3639314.77,77934.07,2,2,0,0,1.0,6587.54,3,967202.05,0,0,0,0,1,1,0,0,12989.01,0.069,0.132,Vida,1
779,28,1,Santa Fe,0,secundario,telefono,73,1,3,profesional,1,0,626438.67,45447.74,23575.26,2,4948263.5,87823.41,2,0,1,1,0.0,3825.54,0,0.0,9999,1,0,0,0,1,0,0,14637.24,0.038,0.073,Vida,0
780,45,1,Rio Negro,1,secundario,whatsapp,334,2,4,empleado,1,1,511638.53,42691.27,95918.49,1,3905726.95,135373.73,5,2,1,2,0.4,6843.57,0,0.0,9999,1,0,0,0,0,0,0,11281.14,0.187,0.083,Hogar,1
781,31,1,Neuquen,1,secundario,telefono,1956,3,4,empleado,0,0,1073711.66,109970.99,191098.97,2,5496011.51,102515.64,48,36,2,10,0.75,7580.17,0,0.0,9999,0,0,1,1,0,0,0,17085.94,0.178,0.102,Hogar,0
782,71,1,Misiones,0,terciario,email,1423,0,1,empleado,1,0,1102383.07,42692.52,254351.21,2,7059578.75,116697.74,48,24,14,10,0.5,6087.53,1,1772585.9,746,1,1,0,0,0,0,0,19449.62,0.231,0.039,Salud,1
783,20,0,Entre Rios,1,secundario,email,1785,0,1,desempleado,1,1,85350.38,2119.05,13146.62,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.154,0.025,Hogar,1
784,59,1,CABA,0,secundario,email,682,2,3,comerciante,1,0,178213.41,0.0,0.0,1,868365.41,28478.48,16,12,3,1,0.75,1900.19,0,0.0,9999,0,0,1,0,0,0,0,2373.21,0.0,0.0,Hogar,1
785,35,0,Corrientes,0,secundario,email,1659,3,2,desempleado,0,0,61049.48,3218.42,17711.35,2,1237296.74,16985.22,48,23,14,11,0.479,839.62,2,244552.86,913,0,0,0,1,0,1,0,2830.87,0.29,0.053,Vida,0
786,47,0,Misiones,1,secundario,telefono,1804,3,1,comerciante,1,1,435196.35,0.0,72975.58,1,5280913.46,129175.73,24,9,10,5,0.375,5564.79,0,0.0,9999,1,0,0,0,0,0,0,10764.64,0.168,0.0,Accidentes,0
787,74,0,Rio Negro,1,secundario,telefono,1492,0,2,empleado,0,1,404252.47,19425.73,95097.09,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.235,0.048,Auto,0
788,67,0,San Luis,1,secundario,email,644,0,3,autonomo,0,0,1199340.35,28370.59,1422.92,1,7377975.96,182488.33,12,8,2,2,0.667,11633.13,1,3459928.11,340,1,0,0,0,0,0,0,15207.36,0.001,0.024,Accidentes,1
789,65,0,Rio Negro,1,secundario,email,1133,0,2,empleado,1,1,694929.83,106787.11,147003.91,3,6211341.0,64869.05,72,60,0,12,0.833,5032.1,4,623945.56,671,0,0,1,0,1,0,1,16217.26,0.212,0.154,Auto,0
790,43,0,San Luis,0,secundario,whatsapp,1475,1,4,empleado,1,1,693635.96,73762.44,49254.79,3,8499462.36,89369.16,72,58,0,14,0.806,6986.18,1,1688040.14,1039,1,1,0,0,1,0,0,22342.29,0.071,0.106,Vida,0
791,31,0,Cordoba,1,universitario,email,1688,1,2,comerciante,1,0,344809.58,62527.39,30589.85,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.089,0.181,Accidentes,0
792,65,1,San Luis,0,secundario,whatsapp,945,0,4,jubilado,1,0,466411.84,40630.36,17981.9,1,2310869.29,101208.78,24,18,0,6,0.75,7525.27,0,0.0,9999,0,1,0,0,0,0,0,8434.07,0.039,0.087,Salud,0
793,18,1,Chubut,1,universitario,email,1285,0,2,autonomo,0,1,1462789.81,172739.24,125976.76,3,11183173.03,95987.53,72,67,0,5,0.931,7796.15,0,0.0,9999,0,1,0,1,0,0,1,23996.88,0.086,0.118,Accidentes,0
794,31,0,Santa Fe,1,universitario,email,1372,0,1,profesional,0,0,3645914.56,458162.54,365893.0,2,5319316.34,98264.32,48,41,0,7,0.854,7742.69,0,0.0,9999,1,0,1,0,0,0,0,16377.39,0.1,0.126,Accidentes,1
795,31,0,Buenos Aires,1,secundario,email,386,0,3,empleado,0,1,477875.65,4855.27,62745.92,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.131,0.01,Auto,0
796,62,1,Rio Negro,1,terciario,email,696,2,3,empleado,1,0,1468686.33,48110.05,220187.66,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.15,0.033,Hogar,1
797,81,0,Neuquen,1,terciario,whatsapp,1413,1,1,empleado,1,1,652902.68,108647.44,223026.64,2,6926327.58,131038.59,48,38,0,10,0.792,10282.42,0,0.0,9999,1,0,1,0,0,0,0,21839.76,0.342,0.166,Ninguno,0
798,72,0,Cordoba,0,primario,email,134,3,2,jubilado,1,0,198618.11,1975.58,0.0,1,2255999.53,70077.53,1,0,1,0,0.0,0.0,0,0.0,9999,1,0,0,0,0,0,0,5839.79,0.0,0.01,Hogar,0
799,32,1,CABA,1,secundario,email,1329,2,3,empleado,0,0,787410.58,100766.25,3299.75,2,5473453.94,106113.83,48,44,0,4,0.917,8557.23,0,0.0,9999,0,0,1,1,0,0,0,17685.64,0.004,0.128,Hogar,1
800,46,0,Rio Negro,1,universitario,email,1869,0,3,empleado,1,1,1300243.63,196132.0,115263.61,2,8707300.17,159651.83,48,42,0,6,0.875,12712.81,1,137052.31,1630,1,0,0,1,0,0,0,26608.64,0.089,0.151,Hogar,1
801,40,1,Misiones,1,secundario,telefono,463,3,3,profesional,0,1,2521710.13,291465.57,393864.32,3,9784625.32,95870.15,18,15,0,3,0.833,7938.46,2,1838447.72,59,0,1,1,1,0,0,0,23967.54,0.156,0.116,Riesgos,1
802,39,1,Neuquen,0,secundario,email,1684,2,3,comerciante,0,1,651178.48,80738.83,148157.89,2,8105163.05,96072.16,48,37,0,11,0.771,7080.51,2,3222375.06,1195,1,0,0,0,0,1,0,16012.03,0.228,0.124,Vida,0
803,36,0,Neuquen,0,universitario,telefono,399,0,4,profesional,0,1,2781576.24,27764.96,399296.66,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.144,0.01,Salud,0
804,45,0,San Luis,0,secundario,whatsapp,792,1,2,empleado,0,0,754078.19,27293.93,6967.4,1,2230375.99,84308.14,24,15,2,7,0.625,5671.52,0,0.0,9999,0,0,1,0,0,0,0,7025.68,0.009,0.036,Hogar,0
805,48,1,Santa Fe,0,secundario,email,619,2,2,empleado,0,1,695214.34,9682.51,83674.43,1,5486062.88,193185.91,15,4,7,4,0.267,7187.24,0,0.0,9999,1,0,0,0,0,0,0,16098.83,0.12,0.014,Vida,1
806,50,0,Salta,0,universitario,telefono,2070,1,5,empleado,1,0,786714.72,69285.98,0.0,1,4762253.98,121435.91,24,21,0,3,0.875,9330.9,1,2802826.42,1836,0,0,0,1,0,0,0,10119.66,0.0,0.088,Hogar,1
807,45,0,Cordoba,1,universitario,whatsapp,1368,2,2,autonomo,0,1,405656.06,58373.72,43725.56,2,7358406.37,109427.13,48,41,0,7,0.854,8682.52,1,1050127.12,983,1,0,0,1,0,0,0,18237.85,0.108,0.144,Accidentes,0
808,77,1,Neuquen,0,secundario,whatsapp,2092,2,2,jubilado,0,0,692845.13,60075.41,64803.13,1,1474480.88,98736.13,24,23,0,1,0.958,8122.02,1,1177380.09,1777,0,0,0,1,0,0,0,8228.01,0.094,0.087,Hogar,1
809,56,0,Chubut,1,terciario,telefono,1618,2,2,autonomo,1,0,1208837.24,28785.39,282071.33,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.233,0.024,Vida,1
810,62,0,CABA,1,secundario,email,128,1,1,autonomo,1,1,1422967.39,82448.95,135926.82,1,7075447.61,214507.34,1,0,1,0,0.0,0.0,0,0.0,9999,1,0,0,0,0,0,0,17875.61,0.096,0.058,Salud,0
811,36,1,Chubut,1,secundario,whatsapp,228,1,3,empleado,0,0,332237.49,20993.32,53628.69,1,3378383.9,113596.74,1,1,0,0,1.0,9578.21,0,0.0,9999,1,0,0,0,0,0,0,9466.4,0.161,0.063,Vida,1
812,34,1,CABA,1,primario,email,201,2,1,empleado,0,0,604221.0,41923.4,110538.05,2,4184308.18,138936.04,2,0,1,1,0.0,5120.29,3,696636.99,-157,1,0,0,1,0,0,0,23156.01,0.183,0.069,Mascotas,0
813,44,0,Chubut,1,terciario,telefono,84,0,4,comerciante,1,1,1038259.27,90222.52,306147.03,1,6202591.23,186479.72,1,0,1,0,0.0,0.0,1,799247.27,-23,1,0,0,0,0,0,0,15539.98,0.295,0.087,Salud,0
814,59,0,Salta,1,terciario,telefono,644,0,1,empleado,1,0,772569.53,72788.99,42223.0,1,5811155.32,204113.73,10,9,0,1,0.9,16604.44,1,4409264.48,201,1,0,0,0,0,0,0,17009.48,0.055,0.094,Salud,1
815,62,1,San Luis,1,universitario,whatsapp,2063,1,3,empleado,1,1,465529.26,96641.65,117526.43,1,8688769.39,190861.66,24,17,0,7,0.708,13718.71,0,0.0,9999,1,0,0,0,0,0,0,15905.14,0.252,0.208,Vida,1
816,79,1,CABA,1,secundario,email,1760,0,3,jubilado,1,0,399025.23,33622.03,68440.1,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.172,0.084,Hogar,0
817,31,1,Mendoza,0,universitario,email,1338,1,2,empleado,0,0,1790308.13,105916.81,272197.45,3,10967947.88,97658.66,72,53,8,11,0.736,6820.93,0,0.0,9999,0,1,1,1,0,0,0,24414.67,0.152,0.059,Mascotas,1
818,62,1,Entre Rios,0,secundario,whatsapp,1197,3,3,desempleado,1,1,87817.84,6571.19,1511.36,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.017,0.075,Mascotas,0
819,75,1,La Pampa,0,secundario,email,1161,2,1,jubilado,1,1,297037.06,17488.86,5242.26,2,6265289.67,100959.57,48,31,4,13,0.646,6714.23,0,0.0,9999,1,1,0,0,0,0,0,16826.6,0.018,0.059,Ninguno,0
820,24,0,Tucuman,1,terciario,email,968,1,2,estudiante,1,0,133608.33,6030.76,12665.97,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.095,0.045,Hogar,1
821,85,0,Corrientes,1,secundario,whatsapp,1485,2,4,jubilado,1,1,690384.23,67007.34,163393.06,3,11743748.31,126007.86,72,47,8,17,0.653,8157.05,0,0.0,9999,1,1,1,0,0,0,0,31501.97,0.237,0.097,Ninguno,0
822,35,1,Buenos Aires,1,secundario,telefono,1975,0,5,desempleado,0,1,81666.27,5269.08,6157.33,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.075,0.065,Mascotas,0
823,20,0,Salta,1,secundario,email,1105,0,1,autonomo,0,0,1093955.82,61859.16,170775.78,1,4911933.85,112349.65,24,15,3,6,0.625,7462.44,1,598877.43,594,0,0,0,1,0,0,0,9362.47,0.156,0.057,Riesgos,0
824,22,1,Chubut,0,universitario,email,1249,0,4,autonomo,0,0,967764.89,32122.59,88121.75,2,1390455.35,37844.51,48,29,8,11,0.604,2332.23,0,0.0,9999,0,0,0,0,1,1,0,6307.42,0.091,0.033,Salud,1
825,66,0,Santa Fe,1,secundario,email,638,0,3,autonomo,1,1,739590.07,124946.14,55686.61,3,9412208.62,94299.15,44,38,0,6,0.864,6128.94,0,0.0,9999,1,0,0,0,0,1,1,23574.79,0.075,0.169,Accidentes,1
826,19,0,Cordoba,0,universitario,email,1111,0,1,autonomo,0,1,1561316.71,199462.29,0.0,2,8976003.23,123546.5,46,42,0,4,0.913,9959.36,1,5568315.44,506,1,0,1,0,0,0,0,20591.08,0.0,0.128,Riesgos,1
827,51,0,Santa Fe,1,secundario,email,372,2,1,comerciante,0,1,421101.83,35527.73,44995.76,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.107,0.084,Salud,0
828,27,1,Rio Negro,1,secundario,whatsapp,1664,0,1,autonomo,0,1,410775.54,24329.0,45727.17,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.111,0.059,Auto,1
829,23,0,Tucuman,1,terciario,whatsapp,1972,1,2,estudiante,0,1,128194.33,23808.97,4493.82,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.035,0.186,Mascotas,0
830,37,1,Salta,0,terciario,whatsapp,1636,1,1,comerciante,0,0,221393.77,6687.92,36144.41,1,2468657.32,92717.28,24,13,6,5,0.542,4987.9,0,0.0,9999,1,0,0,0,0,0,0,7726.44,0.163,0.03,Vida,1
831,49,0,Mendoza,1,universitario,email,2026,2,1,profesional,1,1,2384290.58,0.0,88721.87,2,6557622.52,133772.54,48,30,7,11,0.625,8347.74,0,0.0,9999,1,0,1,0,0,0,0,22295.42,0.037,0.0,Salud,0
832,66,1,Misiones,1,primario,whatsapp,1048,1,2,jubilado,1,0,400051.98,7001.17,75706.29,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.189,0.018,Mascotas,0
833,82,1,Mendoza,1,secundario,telefono,939,2,4,jubilado,1,1,766472.93,11407.99,151630.72,2,6031415.0,146936.3,43,17,15,11,0.395,6629.8,1,2357874.24,549,1,0,0,1,0,0,0,24489.38,0.198,0.015,Ninguno,0
834,32,0,Tucuman,1,secundario,email,1046,0,3,desempleado,0,1,59959.9,5852.26,11373.62,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.19,0.098,Ninguno,0
835,59,0,CABA,1,universitario,telefono,2123,2,2,profesional,0,0,2342732.66,81199.18,250842.31,2,14922229.82,160241.4,48,26,11,11,0.542,8917.83,0,0.0,9999,1,1,0,0,0,0,0,26706.9,0.107,0.035,Salud,1
836,26,0,Misiones,1,terciario,whatsapp,549,2,5,autonomo,1,1,716436.05,76405.51,0.0,3,9245348.73,129892.36,27,22,0,5,0.815,8974.09,1,3603136.37,120,1,1,0,1,0,0,0,32473.09,0.0,0.107,Vida,0
837,68,0,Mendoza,1,secundario,whatsapp,1572,2,3,jubilado,1,0,550836.65,72664.95,57898.69,1,4018652.26,179872.57,24,23,0,1,0.958,14615.13,0,0.0,9999,1,0,0,0,0,0,0,14989.38,0.105,0.132,Hogar,1
838,79,1,Misiones,0,primario,whatsapp,1039,0,3,empleado,1,0,410670.36,9628.59,35278.76,1,5001506.85,162755.65,24,18,4,2,0.75,10836.18,1,735963.02,770,1,0,0,0,0,0,0,13562.97,0.086,0.023,Salud,0
839,49,1,CABA,1,secundario,email,545,3,3,empleado,1,1,743704.71,82379.19,69816.98,1,4543834.29,115428.94,13,8,0,5,0.615,8304.61,0,0.0,9999,0,0,0,1,0,0,0,9619.08,0.094,0.111,Hogar,1
840,53,1,Entre Rios,1,terciario,telefono,1811,2,1,empleado,1,0,1150428.79,104064.05,41287.27,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.036,0.09,Vida,0
841,46,1,La Pampa,1,secundario,telefono,2104,1,2,empleado,1,0,929188.49,113761.25,0.0,2,3877101.16,61112.09,48,43,0,5,0.896,4823.99,2,1297845.85,1782,0,0,0,1,0,1,0,10185.35,0.0,0.122,Hogar,1
842,72,1,CABA,1,universitario,email,794,1,1,jubilado,0,1,639144.28,46663.72,48332.12,1,6534358.04,139390.13,20,17,0,3,0.85,10570.52,2,2725903.64,434,1,0,0,0,0,0,0,11615.84,0.076,0.073,Hogar,0
843,82,0,Chubut,1,terciario,email,2147,0,4,jubilado,1,0,535893.71,28829.31,66275.55,3,9491443.99,75383.73,72,51,10,11,0.708,5163.38,1,2533273.33,1539,0,1,0,0,0,1,1,18845.93,0.124,0.054,Ninguno,0
844,75,0,La Pampa,1,terciario,email,1703,2,3,jubilado,1,0,227874.28,6773.75,15438.32,2,2277511.79,51545.62,48,26,9,13,0.542,3019.2,0,0.0,9999,1,0,1,0,0,0,0,8590.94,0.068,0.03,Hogar,1
845,24,1,San Luis,1,secundario,whatsapp,1465,0,5,estudiante,0,0,121027.26,9357.73,31897.8,2,1374724.21,28696.57,48,30,6,12,0.625,1955.64,0,0.0,9999,1,0,0,1,0,0,0,4782.76,0.264,0.077,Ninguno,0
846,57,0,Mendoza,1,primario,telefono,1534,0,2,empleado,0,0,845378.76,55798.17,0.0,1,6952099.28,195179.47,24,16,0,8,0.667,13810.61,2,4602623.26,1168,1,0,0,0,0,0,0,16264.96,0.0,0.066,Salud,1
847,28,0,Rio Negro,0,terciario,email,1825,3,5,profesional,0,1,1508360.46,155563.18,334582.25,4,9063823.72,80401.53,96,71,8,17,0.74,5461.16,0,0.0,9999,1,0,1,0,1,1,0,26800.51,0.222,0.103,Hogar,1
848,25,1,Santa Fe,0,terciario,whatsapp,1615,2,3,empleado,0,1,614597.92,36189.16,112505.85,1,2783636.71,153375.46,24,15,3,6,0.625,9684.01,0,0.0,9999,1,0,0,0,0,0,0,12781.29,0.183,0.059,Hogar,1
849,22,0,Neuquen,1,secundario,email,455,0,3,autonomo,0,1,1688683.42,211457.86,399025.12,3,13324588.17,111412.69,30,23,2,5,0.767,7856.84,3,3352052.49,215,1,0,0,1,1,0,0,27853.17,0.236,0.125,Riesgos,1
850,64,0,Corrientes,1,terciario,email,300,0,3,empleado,1,1,700038.11,8224.6,106331.4,1,8661263.46,200866.83,4,0,1,3,0.0,8314.94,0,0.0,9999,1,0,0,0,0,0,0,16738.9,0.152,0.012,Salud,0
851,67,0,Salta,1,universitario,email,1773,0,4,empleado,0,1,1297598.82,72595.67,251091.67,2,7306137.19,133599.95,48,29,11,8,0.604,7788.39,4,1049026.58,1095,1,1,0,0,0,0,0,22266.66,0.194,0.056,Salud,0
852,66,1,Cordoba,1,terciario,whatsapp,1064,2,4,autonomo,1,0,1129415.1,47404.72,23467.83,1,6038116.55,205364.54,24,15,3,6,0.625,13947.09,1,1250370.44,934,1,0,0,0,0,0,0,17113.71,0.021,0.042,Riesgos,0
853,38,0,Cordoba,1,primario,email,890,0,4,autonomo,1,0,1719246.8,144513.44,128674.96,1,5736599.4,180455.72,17,14,1,2,0.824,13266.64,1,3835993.0,477,1,0,0,0,0,0,0,15037.98,0.075,0.084,Hogar,1
854,83,0,Misiones,1,primario,email,1999,0,2,jubilado,1,1,384764.08,6785.67,50564.55,1,2194306.2,101253.13,24,12,7,5,0.5,5472.51,0,0.0,9999,1,0,0,0,0,0,0,8437.76,0.131,0.018,Ninguno,0
855,35,0,Mendoza,1,secundario,whatsapp,1319,0,2,desempleado,0,1,102014.65,10884.97,10592.09,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.104,0.107,Ninguno,0
856,66,1,Tucuman,1,secundario,whatsapp,335,1,5,jubilado,1,1,908693.53,111566.94,106239.89,2,11565131.54,175253.08,12,7,0,5,0.583,11510.86,2,664239.39,141,1,0,0,1,0,0,0,29208.85,0.117,0.123,Hogar,1
857,75,1,CABA,1,universitario,email,1356,1,2,empleado,1,1,1274988.87,177029.34,127906.25,2,7994089.52,100835.71,48,46,0,2,0.958,8398.19,0,0.0,9999,1,0,0,0,1,0,0,16805.95,0.1,0.139,Hogar,1
858,67,1,La Pampa,1,secundario,email,1910,1,2,jubilado,1,0,417941.67,10317.13,90672.61,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.217,0.025,Hogar,1
859,76,1,Rio Negro,1,secundario,whatsapp,1891,3,3,jubilado,0,1,494994.01,67274.86,140116.68,2,4640478.97,91325.77,48,38,0,10,0.792,6616.25,0,0.0,9999,0,0,1,1,0,0,0,15220.96,0.283,0.136,Mascotas,1
860,83,1,Corrientes,1,primario,email,512,3,3,jubilado,0,1,545617.02,35944.18,11580.65,3,4963960.65,70407.43,38,24,4,10,0.632,4760.2,0,0.0,9999,0,0,1,0,1,0,1,17601.86,0.021,0.066,Ninguno,0
861,52,1,Cordoba,1,secundario,email,696,0,4,autonomo,1,0,773957.73,50917.2,104681.24,2,3474195.39,73484.93,35,21,7,7,0.6,4195.83,0,0.0,9999,0,1,0,0,1,0,0,12247.49,0.135,0.066,Mascotas,1
