edad,genero,provincia,nivel_educativo,ocupacion,hijos,vivienda_propia,posee_auto,antiguedad_cliente,cantidad_polizas,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,costo_mensual_total_seguro,suma_asegurada_total,prima_promedio,adquirio,producto_objetivo
19,femenino,Santa Fe,secundario,autonomo,3,1,1,22,2,10,7,0,0,0.7,48526,0,0,999,1,1,0,1,7122,3932207,7122,1,vida
32,femenino,Jujuy,secundario,profesional,1,0,0,13,2,18,8,0,0,0.44,21105,0,0,999,0,0,1,0,0,4955978,4255,1,auto
56,femenino,Entre Ríos,universitario,desocupado,2,0,0,29,1,18,12,0,0,0.67,21407,1,43052,356,0,0,1,0,0,571524,5398,0,ninguno
23,femenino,Río Negro,primario,empleado,1,0,1,66,0,19,8,0,0,0.42,14522,0,0,999,1,0,0,0,2510,3885868,2510,1,vida
65,masculino,San Luis,secundario,profesional,0,1,0,45,1,12,11,0,0,0.92,8321,0,0,999,0,0,1,0,6954,1147341,6954,1,auto
19,masculino,Tierra del Fuego,terciario,autonomo,2,1,1,38,3,15,8,0,0,0.53,40719,0,0,999,1,0,0,1,19497,1764123,19497,1,vida
18,masculino,Jujuy,terciario,empleado,0,1,1,93,0,22,2,0,0,0.09,35119,0,0,999,1,0,1,0,6910,4896720,6910,1,hogar
19,femenino,Chaco,secundario,profesional,3,0,0,91,0,10,10,0,0,1.0,27102,0,0,999,0,0,1,1,8468,943604,8468,1,auto
51,femenino,Chaco,terciario,desocupado,3,0,0,62,1,17,15,0,0,0.88,20437,2,161919,174,0,0,1,0,13106,4687056,13106,0,ninguno
30,masculino,Buenos Aires,terciario,profesional,0,1,0,100,0,15,4,0,0,0.27,8878,0,0,999,0,1,0,0,8256,2686516,8256,1,auto
19,masculino,Río Negro,secundario,desocupado,1,1,1,56,1,14,11,0,0,0.79,15047,2,173535,193,0,0,0,1,6896,3397270,6896,0,ninguno
29,femenino,La Pampa,primario,autonomo,0,1,0,74,3,14,3,0,0,0.21,37966,0,0,999,0,1,1,0,7713,3531830,7713,1,auto
25,masculino,Santiago del Estero,secundario,profesional,0,1,0,103,3,11,3,0,0,0.27,18647,0,0,999,0,0,1,0,6714,3824714,6714,1,hogar
63,masculino,Jujuy,universitario,profesional,3,1,1,49,1,8,1,0,0,0.12,16049,0,0,999,1,1,1,0,25088,724062,25088,1,salud
31,femenino,La Rioja,primario,desocupado,3,0,1,96,1,20,5,0,0,0.25,5634,0,0,999,0,0,1,1,9454,3532954,9454,0,ninguno
28,masculino,Córdoba,secundario,autonomo,0,0,0,4,1,19,10,9,1,0.53,30833,0,0,999,0,0,1,0,8618,2021466,8618,0,ninguno
30,masculino,San Juan,primario,empleado,1,0,1,11,2,17,5,0,0,0.29,33328,0,0,999,0,0,1,0,7780,1312283,7780,0,ninguno
44,masculino,Jujuy,primario,empleado,1,0,1,14,2,6,3,0,0,0.5,29832,1,183479,269,1,0,1,1,23835,1552063,23835,1,hogar
43,femenino,Tierra del Fuego,secundario,autonomo,1,0,0,85,3,13,3,0,0,0.23,43445,0,0,999,0,0,1,0,5764,1130458,5764,1,salud
46,masculino,Neuquén,terciario,desocupado,2,0,1,18,0,9,0,0,0,0.0,36016,0,0,999,0,0,1,0,13578,3076063,13578,0,ninguno
32,masculino,San Luis,primario,desocupado,3,1,0,4,1,10,0,10,0,0.0,34892,0,0,999,0,1,1,1,20187,4516899,20187,0,ninguno
52,femenino,Santiago del Estero,primario,autonomo,1,1,1,65,3,19,3,0,0,0.16,7763,0,0,999,0,1,1,0,10482,1827654,10482,1,auto
36,masculino,Tierra del Fuego,primario,empleado,0,0,0,87,3,18,12,6,0,0.67,10002,1,49072,315,0,0,1,0,4075,2976498,4075,0,ninguno
20,masculino,Chaco,universitario,desocupado,1,0,1,50,0,15,1,0,0,0.07,49746,0,0,999,1,0,0,0,11084,3856641,11084,0,ninguno
32,masculino,La Rioja,universitario,empleado,3,1,0,77,1,18,16,2,0,0.89,13347,0,0,999,0,0,0,0,2464,2437627,2464,0,ninguno
37,femenino,Santa Fe,terciario,profesional,2,0,1,51,1,23,13,0,0,0.57,45701,0,0,999,0,0,1,0,5964,681789,5964,1,auto
47,femenino,Santa Fe,terciario,autonomo,1,1,1,99,1,21,5,0,0,0.24,7882,0,0,999,0,1,1,0,7106,1115995,7106,1,salud
22,femenino,Chubut,universitario,autonomo,2,1,0,83,0,6,6,0,0,1.0,22978,0,0,999,0,1,1,1,15808,4580570,15808,1,auto
34,femenino,Jujuy,primario,autonomo,1,0,0,14,2,20,13,0,0,0.65,28991,0,0,999,0,0,1,0,3910,3932338,3910,1,auto
38,masculino,Jujuy,primario,profesional,3,1,0,119,0,6,2,0,0,0.33,39493,0,0,999,0,0,1,0,6865,3389190,6865,1,hogar
23,femenino,Santa Cruz,universitario,empleado,1,1,1,67,1,13,2,0,0,0.15,32973,0,0,999,0,0,1,0,13558,2342653,13558,1,hogar
38,masculino,Santa Cruz,terciario,empleado,1,0,1,95,2,21,17,0,0,0.81,11150,0,0,999,1,0,1,1,16792,2526580,16792,1,hogar
34,masculino,Mendoza,secundario,autonomo,1,1,0,6,1,10,8,0,0,0.8,6988,0,0,999,0,0,1,0,7587,4166344,7587,0,ninguno
55,masculino,Santa Cruz,secundario,profesional,2,0,1,98,2,19,4,0,0,0.21,49605,1,59121,599,1,0,0,0,4349,4499453,4349,1,vida
58,femenino,La Rioja,secundario,desocupado,3,0,0,15,1,22,13,9,0,0.59,25977,0,0,999,0,0,0,1,13468,2596419,13468,0,ninguno
32,femenino,Jujuy,secundario,profesional,1,0,0,13,2,18,8,0,0,0.44,21105,0,0,999,0,0,1,0,0,4955978,4255,1,auto
28,masculino,Entre Ríos,secundario,autonomo,0,0,0,27,3,22,5,0,0,0.23,24552,0,0,999,0,0,0,1,5774,2891098,5774,1,hogar
41,femenino,Corrientes,universitario,autonomo,1,1,0,35,0,22,6,0,0,0.27,21652,0,0,999,0,1,1,1,22332,1913209,22332,1,auto
37,femenino,Neuquén,terciario,autonomo,0,0,0,44,3,19,16,0,0,0.84,17258,0,0,999,1,0,0,0,0,679830,2038,1,salud
49,femenino,Neuquén,primario,autonomo,1,0,0,40,1,10,8,0,0,0.8,7024,0,0,999,0,0,0,0,3155,3262594,3155,1,vida
36,masculino,La Pampa,terciario,desocupado,0,0,0,92,0,15,2,0,0,0.13,13382,0,0,999,0,0,1,0,2334,4216714,2334,0,ninguno
45,femenino,Buenos Aires,secundario,autonomo,1,1,0,43,0,15,11,0,0,0.73,9967,1,194535,612,0,0,1,0,4837,4656004,4837,1,auto
45,masculino,Tucumán,primario,profesional,0,0,1,75,2,13,4,0,0,0.31,28508,0,0,999,1,0,0,1,15708,3137051,15708,1,vida
36,femenino,Buenos Aires,secundario,empleado,2,1,0,38,1,20,14,0,0,0.7,25396,0,0,999,0,0,1,0,5690,1112404,5690,1,salud
69,masculino,Entre Ríos,secundario,empleado,2,1,1,28,3,23,19,0,0,0.83,48967,1,69063,656,1,1,1,0,31776,2942367,31776,1,salud
28,femenino,Tierra del Fuego,universitario,empleado,2,0,1,42,1,11,5,0,0,0.45,13382,0,0,999,0,0,1,1,12706,1039353,12706,1,auto
62,masculino,Neuquén,primario,profesional,0,0,0,1,3,12,4,0,0,0.33,13130,0,0,999,0,0,0,1,3679,2404050,3679,0,ninguno
45,femenino,Santa Fe,primario,profesional,2,1,1,78,1,15,0,15,0,0.0,35162,0,0,999,1,1,0,0,4356,2684239,4356,0,ninguno
63,femenino,Salta,terciario,profesional,0,1,0,10,2,23,0,0,0,0.0,9507,0,0,999,0,1,1,0,21411,1892775,21411,0,ninguno
24,femenino,La Pampa,universitario,empleado,0,0,1,1,0,19,19,0,0,1.0,47719,1,137769,592,1,0,1,1,20644,3781121,20644,0,ninguno
66,femenino,Santiago del Estero,universitario,empleado,2,1,0,49,3,12,10,0,0,0.83,27625,0,0,999,0,1,1,1,8828,2013083,8828,1,auto
30,masculino,Buenos Aires,terciario,profesional,0,1,0,100,0,15,4,0,0,0.27,8878,0,0,999,0,1,0,0,8256,2686516,8256,1,auto
63,masculino,Tierra del Fuego,primario,empleado,0,1,0,35,3,20,6,0,0,0.3,12660,0,0,999,0,1,1,0,16608,2060341,16608,1,salud
33,masculino,Chaco,universitario,profesional,1,0,1,98,0,14,5,0,0,0.36,43091,0,0,999,1,0,1,1,20088,1906427,20088,1,hogar
69,femenino,Tucumán,secundario,autonomo,2,0,1,30,2,9,4,0,0,0.44,25778,2,106287,544,0,0,0,1,5513,892278,5513,0,ninguno
49,masculino,Chaco,universitario,autonomo,3,1,1,56,0,13,2,0,0,0.15,45133,1,65414,377,1,0,0,1,6344,3345653,6344,1,vida
43,femenino,Río Negro,universitario,empleado,3,0,0,6,0,17,10,0,0,0.59,30006,0,0,999,0,0,0,0,4345,2482539,4345,0,ninguno
32,masculino,La Rioja,primario,empleado,1,0,0,116,3,19,8,0,0,0.42,11823,2,191033,890,0,0,1,0,13084,3727544,13084,0,ninguno
51,femenino,Entre Ríos,secundario,empleado,0,1,1,15,3,21,18,0,0,0.86,23312,1,57500,188,1,0,1,1,27468,644375,27468,1,hogar
29,masculino,Catamarca,secundario,autonomo,2,1,0,17,0,23,14,0,0,0.61,10664,0,0,999,0,1,1,0,23802,4388832,23802,1,auto
31,masculino,Córdoba,universitario,autonomo,1,1,1,29,3,17,1,0,0,0.06,37400,1,107561,889,1,1,0,1,19168,3634122,19168,1,vida
57,femenino,Río Negro,universitario,desocupado,2,0,0,96,2,11,0,11,0,0.0,5406,0,0,999,0,0,0,0,2508,2058141,2508,0,ninguno
23,femenino,Salta,secundario,autonomo,3,1,0,108,2,7,0,0,0,0.0,34290,0,0,999,0,0,1,1,9790,3701473,9790,1,auto
45,masculino,Entre Ríos,universitario,desocupado,3,0,0,79,0,13,10,0,0,0.77,15233,0,0,999,0,0,0,0,3141,2680707,3141,0,ninguno
30,femenino,San Luis,secundario,empleado,0,1,1,65,2,6,5,0,0,0.83,48032,0,0,999,0,1,1,0,10320,1153668,10320,1,salud
39,femenino,Mendoza,primario,profesional,0,0,1,20,2,21,19,0,0,0.9,28104,0,0,999,1,0,1,1,20169,3986444,20169,1,hogar
38,masculino,Catamarca,terciario,empleado,1,1,0,22,0,14,12,0,0,0.86,46535,1,114410,650,0,0,1,1,17484,4228489,17484,1,hogar
22,femenino,Jujuy,terciario,profesional,0,0,1,86,3,12,6,0,0,0.5,41163,0,0,999,1,0,1,0,12540,2878772,12540,1,hogar
23,masculino,La Pampa,secundario,profesional,3,0,0,105,3,16,6,0,0,0.38,19622,0,0,999,0,0,1,1,8080,4162097,8080,1,hogar
58,femenino,Tierra del Fuego,primario,empleado,3,1,0,11,3,12,7,0,0,0.58,42116,0,0,999,0,1,0,0,7884,3759654,7884,0,ninguno
27,femenino,La Pampa,universitario,profesional,2,0,1,75,1,11,11,0,0,1.0,20916,1,44226,459,1,0,1,0,10062,4440008,10062,1,salud
68,femenino,Catamarca,primario,empleado,2,0,1,40,2,15,6,0,0,0.4,6073,0,0,999,0,0,1,0,0,2573946,6744,1,salud
42,masculino,Jujuy,primario,desocupado,3,0,0,58,2,6,4,0,0,0.67,25786,0,0,999,0,0,0,0,2618,1251972,2618,0,ninguno
36,femenino,Chubut,secundario,profesional,3,0,1,112,0,10,8,2,1,0.8,10624,0,0,999,1,0,1,0,8283,3265453,8283,0,ninguno
18,femenino,Tierra del Fuego,primario,autonomo,0,1,0,30,0,11,5,0,0,0.45,31342,1,135700,793,0,0,0,0,4507,3841861,4507,1,salud
58,femenino,Mendoza,secundario,desocupado,0,1,0,40,3,12,1,0,0,0.08,16111,0,0,999,0,1,1,1,30136,2158845,30136,0,ninguno
31,femenino,Salta,secundario,empleado,3,0,0,55,0,20,4,0,0,0.2,46598,1,171623,361,0,0,1,0,0,526296,2104,1,salud
32,masculino,Santiago del Estero,secundario,profesional,1,1,1,19,2,20,5,15,1,0.25,28396,0,0,999,0,1,0,0,4981,3835705,4981,0,ninguno
62,femenino,Santiago del Estero,universitario,autonomo,2,1,1,29,3,9,8,0,0,0.89,28548,0,0,999,0,0,1,0,5465,3140328,5465,1,auto
27,masculino,Río Negro,secundario,empleado,0,0,0,117,1,7,7,0,0,1.0,5716,0,0,999,0,0,0,0,3711,4110566,3711,1,hogar
49,masculino,Chaco,universitario,autonomo,3,1,1,56,0,13,2,0,0,0.15,45133,1,65414,377,1,0,0,1,6344,3345653,6344,1,vida
62,femenino,Neuquén,secundario,empleado,1,1,0,17,0,19,16,0,0,0.84,37924,0,0,999,0,1,1,0,15046,4109134,15046,1,salud
55,femenino,Mendoza,universitario,desocupado,2,0,1,52,0,13,0,0,0,0.0,45533,1,88582,313,1,0,0,0,11116,4838079,11116,0,ninguno
63,masculino,San Juan,universitario,desocupado,0,1,1,94,0,21,11,0,0,0.52,19179,1,161294,583,1,1,1,1,36865,1807589,36865,0,ninguno
44,masculino,Jujuy,terciario,desocupado,2,0,0,42,3,21,14,7,1,0.67,24118,0,0,999,0,0,0,1,3899,2916182,3899,0,ninguno
45,femenino,Santa Cruz,primario,empleado,2,1,0,62,2,19,17,0,0,0.89,9581,2,70539,121,0,0,1,0,6060,730596,6060,0,ninguno
32,femenino,San Juan,secundario,autonomo,1,1,0,33,2,18,5,0,0,0.28,16982,0,0,999,0,0,1,1,12594,3746319,12594,1,hogar
23,masculino,Buenos Aires,universitario,profesional,1,1,1,32,3,12,4,0,0,0.33,46908,0,0,999,0,1,0,1,7532,2474299,7532,1,vida
36,masculino,Santa Fe,secundario,empleado,1,0,1,46,1,22,1,0,0,0.05,26863,0,0,999,0,0,0,1,12652,1105109,12652,1,vida
63,femenino,Córdoba,universitario,autonomo,0,0,1,79,0,23,11,0,0,0.48,35806,0,0,999,0,0,0,1,3368,3399529,3368,1,vida
50,masculino,Santiago del Estero,terciario,desocupado,1,1,0,88,0,17,14,0,0,0.82,11298,0,0,999,0,0,1,0,7146,2599741,7146,0,ninguno
57,masculino,Santa Fe,secundario,desocupado,0,0,1,24,3,20,18,0,0,0.9,35941,0,0,999,1,0,0,1,13558,3964780,13558,0,ninguno
21,femenino,Tucumán,universitario,desocupado,2,1,0,79,3,23,13,0,0,0.57,32385,0,0,999,0,1,1,1,15780,3743283,15780,0,ninguno
45,masculino,Santiago del Estero,primario,autonomo,2,1,0,87,0,18,0,0,0,0.0,44159,2,167522,582,0,0,0,1,10796,3965685,10796,0,ninguno
30,masculino,Jujuy,secundario,empleado,3,1,0,66,2,20,18,0,0,0.9,16692,1,167765,527,0,1,0,0,8122,2746485,8122,1,vida
49,masculino,Chaco,universitario,autonomo,3,1,1,56,0,13,2,0,0,0.15,45133,1,65414,377,1,0,0,1,6344,3345653,6344,1,vida
64,femenino,San Luis,terciario,profesional,3,1,0,79,0,21,4,0,0,0.19,23675,2,175752,703,0,1,0,0,15572,2504254,15572,0,ninguno
55,femenino,San Luis,primario,empleado,2,0,0,62,1,8,6,0,0,0.75,6934,1,69086,485,0,0,0,1,9278,2537775,9278,1,vida
66,masculino,Chubut,terciario,autonomo,0,0,1,17,1,22,14,0,0,0.64,25491,0,0,999,1,0,1,0,6645,2990706,6645,1,hogar
55,femenino,Salta,universitario,profesional,2,0,1,66,3,10,10,0,0,1.0,15745,0,0,999,0,0,1,0,0,3519684,4762,1,salud
49,masculino,Chaco,universitario,autonomo,3,1,1,56,0,13,2,0,0,0.15,45133,1,65414,377,1,0,0,1,6344,3345653,6344,1,vida
35,femenino,Río Negro,terciario,empleado,0,1,0,70,2,9,4,0,0,0.44,43585,0,0,999,0,1,1,1,6759,1032358,6759,1,auto
35,femenino,San Luis,primario,empleado,2,0,1,97,1,7,7,0,0,1.0,11701,0,0,999,0,0,1,0,9318,3732244,9318,1,salud
39,masculino,Entre Ríos,universitario,empleado,0,0,0,17,1,13,9,0,0,0.69,10004,0,0,999,0,0,0,0,7125,1537140,7125,1,hogar
62,masculino,La Pampa,primario,empleado,3,1,1,62,0,8,7,0,0,0.88,16303,0,0,999,1,0,0,0,11860,2866610,11860,1,vida
37,masculino,Formosa,terciario,profesional,0,1,1,92,3,18,13,0,0,0.72,10713,0,0,999,1,1,0,0,20412,1075278,20412,1,salud
27,femenino,Misiones,primario,autonomo,2,1,1,84,3,23,12,0,0,0.52,24563,0,0,999,1,1,0,1,23604,2386522,23604,1,vida
65,femenino,Tierra del Fuego,universitario,profesional,0,0,1,110,3,17,8,0,0,0.47,10518,0,0,999,1,0,0,0,13586,2300917,13586,1,hogar
35,masculino,Santa Fe,universitario,desocupado,1,1,0,21,0,6,2,0,0,0.33,45280,0,0,999,0,0,0,0,4224,2633520,4224,0,ninguno
69,femenino,Santa Fe,secundario,autonomo,3,1,1,53,3,9,3,0,0,0.33,10079,0,0,999,1,0,0,0,14840,3015962,14840,1,vida
31,femenino,Santa Cruz,universitario,empleado,2,0,1,28,1,8,0,8,0,0.0,17809,1,114924,324,1,0,1,0,14268,1162213,14268,0,ninguno
27,masculino,La Pampa,secundario,autonomo,2,0,0,109,2,8,0,0,0,0.0,40618,0,0,999,0,0,1,0,11540,2798354,11540,1,salud
33,femenino,Santa Fe,terciario,profesional,1,1,1,85,2,10,3,0,0,0.3,30826,0,0,999,0,1,1,1,22048,1358158,22048,1,auto
44,masculino,Jujuy,primario,empleado,1,0,1,14,2,6,3,0,0,0.5,29832,1,183479,269,1,0,1,1,23835,1552063,23835,1,hogar
35,masculino,Misiones,universitario,profesional,1,1,0,44,1,15,13,0,0,0.87,38763,0,0,999,0,1,1,0,13822,2084398,13822,1,auto
33,femenino,Formosa,terciario,desocupado,3,1,0,92,0,21,8,0,0,0.38,44692,1,117624,702,0,1,0,0,7289,2069123,7289,0,ninguno
41,masculino,La Pampa,primario,profesional,3,1,1,37,3,17,17,0,0,1.0,20282,0,0,999,1,1,0,0,9819,3284372,9819,1,vida
66,femenino,Río Negro,terciario,desocupado,2,1,0,110,1,16,8,0,0,0.5,45150,0,0,999,0,0,0,1,11138,2899771,11138,0,ninguno
43,masculino,Salta,universitario,desocupado,2,1,0,92,0,16,8,0,0,0.5,15409,0,0,999,0,1,0,0,7612,721552,7612,0,ninguno
69,masculino,Chubut,primario,desocupado,0,1,1,14,2,8,8,0,0,1.0,37698,0,0,999,0,0,1,0,2040,663834,2040,0,ninguno
65,femenino,Corrientes,universitario,autonomo,2,0,1,70,1,12,7,0,0,0.58,7415,0,0,999,1,0,1,0,14434,2815323,14434,1,salud
63,femenino,Chubut,universitario,empleado,3,1,0,81,0,19,5,0,0,0.26,13078,0,0,999,0,1,0,1,5226,1156228,5226,1,vida
26,femenino,San Luis,terciario,desocupado,2,0,1,17,3,18,7,0,0,0.39,29783,0,0,999,1,0,1,1,12584,4486464,12584,0,ninguno
20,femenino,Chubut,primario,empleado,0,0,1,107,0,18,5,0,0,0.28,29570,0,0,999,1,0,1,1,23944,4502713,23944,1,hogar
29,masculino,Misiones,secundario,autonomo,0,1,0,84,3,22,20,0,0,0.91,42179,0,0,999,0,0,1,1,10338,2782728,10338,1,auto
56,femenino,La Pampa,primario,autonomo,1,0,1,89,0,20,4,0,0,0.2,22283,0,0,999,0,0,1,0,12746,3799280,12746,1,auto
38,masculino,Entre Ríos,universitario,autonomo,3,0,0,59,0,21,19,0,0,0.9,39721,0,0,999,0,0,1,0,13078,3636938,13078,1,salud
43,masculino,Jujuy,terciario,empleado,2,0,0,85,1,18,15,0,0,0.83,19536,0,0,999,0,0,0,1,5109,1959410,5109,1,vida
26,femenino,Corrientes,universitario,autonomo,0,0,0,11,3,15,5,0,0,0.33,32128,0,0,999,0,0,0,0,7679,4945818,7679,0,ninguno
40,femenino,Córdoba,primario,desocupado,3,0,1,63,2,9,9,0,0,1.0,27424,0,0,999,1,0,0,0,13256,943316,13256,0,ninguno
27,masculino,Río Negro,secundario,empleado,0,0,0,117,1,7,7,0,0,1.0,5716,0,0,999,0,0,0,0,3711,4110566,3711,1,hogar
31,femenino,San Juan,secundario,profesional,3,0,0,90,2,21,6,0,0,0.29,42008,0,0,999,0,0,1,0,0,4085854,3866,1,salud
38,masculino,Jujuy,primario,profesional,3,1,0,119,0,6,2,0,0,0.33,39493,0,0,999,0,0,1,0,6865,3389190,6865,1,hogar
49,masculino,Misiones,primario,empleado,2,0,1,109,1,9,7,0,0,0.78,12843,0,0,999,1,0,1,0,14944,903322,14944,1,hogar
44,masculino,Entre Ríos,primario,autonomo,3,0,1,101,1,7,3,0,0,0.43,37021,0,0,999,0,0,1,1,15476,1583685,15476,1,hogar
68,masculino,Santa Fe,primario,autonomo,1,1,1,19,2,19,3,16,0,0.16,23311,1,22356,704,1,0,1,1,13005,1139282,13005,0,ninguno
40,femenino,Chubut,terciario,desocupado,3,1,0,14,2,15,12,0,0,0.8,39112,0,0,999,0,0,1,1,13340,3445759,13340,0,ninguno
30,masculino,Formosa,primario,desocupado,2,1,0,101,0,21,1,0,0,0.05,15997,0,0,999,0,1,1,1,8736,4615741,8736,0,ninguno
38,masculino,Santa Cruz,terciario,empleado,1,0,1,95,2,21,17,0,0,0.81,11150,0,0,999,1,0,1,1,16792,2526580,16792,1,hogar
38,femenino,Río Negro,universitario,profesional,2,1,1,59,2,14,6,8,0,0.43,27207,0,0,999,1,0,0,0,7002,3204716,7002,0,ninguno
26,femenino,San Luis,primario,empleado,0,1,1,1,1,21,0,21,1,0.0,29817,0,0,999,1,0,0,0,8558,2819124,8558,0,ninguno
21,masculino,Santa Fe,secundario,autonomo,0,1,0,14,3,18,2,0,0,0.11,29537,0,0,999,0,0,0,0,2973,3011022,2973,1,hogar
41,femenino,Corrientes,primario,profesional,3,0,1,95,3,21,16,0,0,0.76,28088,0,0,999,0,0,0,0,4654,2375390,4654,1,vida
43,femenino,Tucumán,terciario,autonomo,3,0,0,38,1,9,6,0,0,0.67,23909,0,0,999,0,0,1,1,7876,3215366,7876,1,hogar
51,masculino,Catamarca,secundario,empleado,2,1,0,34,0,7,4,0,0,0.57,9414,1,105973,707,0,1,1,0,17811,3064878,17811,1,salud
63,femenino,Chubut,universitario,empleado,3,1,0,81,0,19,5,0,0,0.26,13078,0,0,999,0,1,0,1,5226,1156228,5226,1,vida
21,femenino,Mendoza,universitario,autonomo,2,0,1,28,3,17,12,0,0,0.71,30360,0,0,999,1,0,0,1,6162,2430719,6162,1,vida
30,femenino,San Luis,secundario,desocupado,0,0,0,87,3,8,2,0,0,0.25,23594,0,0,999,0,0,1,0,5932,2695814,5932,0,ninguno
23,masculino,Santa Fe,terciario,desocupado,0,0,0,57,1,13,6,0,0,0.46,24540,0,0,999,0,0,1,0,15268,4061262,15268,0,ninguno
48,masculino,Buenos Aires,secundario,empleado,0,0,1,69,1,6,2,0,0,0.33,36643,0,0,999,0,0,1,0,13152,1263871,13152,1,salud
42,femenino,Buenos Aires,secundario,autonomo,0,1,0,1,0,7,5,2,1,0.71,8212,0,0,999,1,0,0,0,0,2326650,7379,0,ninguno
56,femenino,Santiago del Estero,secundario,autonomo,3,1,0,118,1,12,12,0,0,1.0,49420,1,112035,572,0,0,1,1,5266,1489862,5266,1,auto
20,femenino,Santa Cruz,terciario,autonomo,2,0,0,118,2,12,11,0,0,0.92,14496,0,0,999,0,0,1,0,7230,3471783,7230,1,salud
19,masculino,Salta,terciario,empleado,1,1,0,110,2,9,7,0,0,0.78,15204,1,62120,513,0,1,0,0,12626,2107850,12626,1,vida
18,femenino,Santa Fe,universitario,autonomo,0,0,0,71,1,21,4,0,0,0.19,43049,0,0,999,0,0,0,0,3511,1921742,3511,1,salud
34,femenino,Jujuy,primario,autonomo,1,0,0,14,2,20,13,0,0,0.65,28991,0,0,999,0,0,1,0,3910,3932338,3910,1,auto
53,femenino,Tierra del Fuego,secundario,profesional,1,1,0,75,0,20,10,0,0,0.5,17991,0,0,999,0,0,1,0,5825,1972178,5825,1,hogar
27,femenino,Tucumán,terciario,empleado,1,0,0,38,2,9,7,0,0,0.78,49717,0,0,999,0,0,1,1,8607,3480672,8607,1,auto
63,femenino,La Pampa,primario,autonomo,3,1,0,119,2,23,21,0,0,0.91,45503,0,0,999,0,1,1,0,19599,2520779,19599,1,salud
49,masculino,Chaco,universitario,autonomo,3,1,1,56,0,13,2,0,0,0.15,45133,1,65414,377,1,0,0,1,6344,3345653,6344,1,vida
53,femenino,Tucumán,primario,empleado,1,1,1,78,1,7,4,0,0,0.57,40674,1,85843,346,1,1,0,1,22968,3359790,22968,1,vida
67,femenino,Mendoza,universitario,autonomo,2,0,1,19,0,16,11,0,0,0.69,38243,0,0,999,0,0,1,1,7452,4963158,7452,1,auto
27,masculino,Neuquén,secundario,profesional,3,0,1,25,0,19,11,0,0,0.58,37586,1,181680,475,0,0,1,0,0,3955159,2659,1,hogar
69,masculino,Entre Ríos,secundario,empleado,2,1,1,28,3,23,19,0,0,0.83,48967,1,69063,656,1,1,1,0,31776,2942367,31776,1,salud
26,masculino,Santa Fe,secundario,autonomo,2,1,1,78,0,23,11,0,0,0.48,43997,0,0,999,1,0,0,1,21915,689932,21915,1,vida
36,femenino,Tierra del Fuego,primario,empleado,2,0,1,82,3,21,7,0,0,0.33,12291,0,0,999,1,0,1,0,21393,2747805,21393,1,salud
40,femenino,Entre Ríos,secundario,empleado,3,0,0,118,2,23,11,12,0,0.48,33379,0,0,999,0,0,0,1,2698,4908608,2698,0,ninguno
18,femenino,Córdoba,secundario,desocupado,0,0,0,10,1,20,1,0,0,0.05,16719,0,0,999,0,0,0,0,3561,1871028,3561,0,ninguno
21,femenino,Tierra del Fuego,primario,desocupado,3,1,1,23,2,11,7,0,0,0.64,30939,0,0,999,1,0,0,1,6609,1434048,6609,0,ninguno
25,femenino,Entre Ríos,primario,empleado,0,1,0,105,1,17,3,14,1,0.18,41263,1,196282,266,0,1,0,0,7558,1132899,7558,0,ninguno
43,femenino,Tucumán,terciario,autonomo,3,0,0,38,1,9,6,0,0,0.67,23909,0,0,999,0,0,1,1,7876,3215366,7876,1,hogar
22,femenino,San Juan,terciario,profesional,3,1,0,86,0,9,8,0,0,0.89,17380,0,0,999,0,0,0,1,14654,2232329,14654,1,vida
56,masculino,Formosa,primario,empleado,3,0,0,18,0,6,4,0,0,0.67,15165,0,0,999,0,0,1,0,0,1118821,2994,1,hogar
57,masculino,Santa Fe,secundario,empleado,1,0,0,66,3,11,1,0,0,0.09,32796,0,0,999,0,0,1,0,0,4106556,2774,1,auto
29,masculino,Chaco,terciario,profesional,2,1,0,38,0,8,7,0,0,0.88,28047,1,28531,184,0,1,0,0,7428,2298594,7428,1,vida
63,femenino,Chubut,universitario,empleado,3,1,0,81,0,19,5,0,0,0.26,13078,0,0,999,0,1,0,1,5226,1156228,5226,1,vida
29,femenino,La Pampa,primario,autonomo,0,1,0,74,3,14,3,0,0,0.21,37966,0,0,999,0,1,1,0,7713,3531830,7713,1,auto
45,femenino,Corrientes,secundario,empleado,2,1,1,103,0,15,0,0,0,0.0,20401,0,0,999,0,1,0,0,6795,3268654,6795,1,vida
22,masculino,Buenos Aires,primario,autonomo,1,0,0,119,2,19,6,0,0,0.32,5206,0,0,999,0,0,0,0,3484,2850770,3484,1,vida
35,masculino,San Juan,universitario,autonomo,0,0,0,50,1,7,1,0,0,0.14,15141,1,107154,680,0,0,0,0,3577,4202085,3577,1,salud
41,masculino,San Juan,secundario,empleado,3,0,0,36,3,23,2,0,0,0.09,26699,0,0,999,0,0,1,0,0,3774199,7327,1,auto
31,femenino,San Juan,terciario,desocupado,3,1,1,48,1,6,1,5,0,0.17,21078,0,0,999,1,0,0,0,6812,1424914,6812,0,ninguno
