edad,genero,hijos,vivienda_propia,posee_auto,antiguedad_cliente,cantidad_polizas,cuotas_impagas,costo_mensual_total_seguro,suma_asegurada_total,prima_promedio,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,cantidad_siniestros,monto_promedio_siniestros,dias_desde_ultimo_siniestro,ocupacion,estado_civil,adquirio,producto_objetivo,provincia
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
32,femenino,2,1,1,34,1.0,0,179724.0,11502336.0,179724.0,0,0,0,1,1,0,434,empleado,casado,1,hogar,Buenos Aires
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
56,femenino,0,0,0,58,1.0,0,165880.0,23886720.0,165880.0,1,0,0,0,0,0,999,empresario,soltero,1,salud,Buenos Aires
51,femenino,0,1,0,8,1.0,3,221969.0,20865086.0,221969.0,1,0,0,0,0,0,999,empleado,soltero,0,ninguno,Resto
50,femenino,0,0,1,118,2.0,0,518882.0,46572849.0,259441.0,0,1,1,0,0,0,999,empleado,soltero,1,auto,Resto
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
36,femenino,1,1,0,2,2.0,1,192310.0,19174616.0,96155.0,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
39,masculino,2,1,0,79,1.0,0,120410.0,16616580.0,120410.0,1,0,0,0,0,0,999,empleado,soltero,1,hogar,Neuquén
25,femenino,0,0,0,60,2.0,0,547442.0,55409753.0,273721.0,0,0,1,1,0,0,999,desempleado,soltero,1,vida,Buenos Aires
18,masculino,1,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
24,femenino,0,0,1,48,1.0,0,256520.0,24112880.0,256520.0,0,0,0,1,0,0,999,estudiante,casado,1,auto,Córdoba
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
19,femenino,1,1,0,12,1.0,0,189664.0,12517824.0,189664.0,0,0,0,1,0,0,999,desempleado,casado,1,hogar,Córdoba
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
59,femenino,2,1,0,57,3.0,0,664473.0,78270160.0,221491.0,1,0,1,1,0,0,999,empleado,soltero,1,hogar,Resto
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
42,femenino,3,1,1,108,2.0,0,296902.0,30174561.0,148451.0,1,0,1,0,1,0,42,autónomo,divorciado,1,salud,Tucumán
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
28,femenino,0,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
41,femenino,2,1,0,1,1.0,1,209331.0,11094543.0,209331.0,0,0,1,0,0,0,999,empleado,casado,0,ninguno,Buenos Aires
61,masculino,0,1,1,6,1.0,0,249773.0,16235245.0,249773.0,0,1,0,0,0,0,999,empleado,casado,1,auto,Tucumán
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
52,femenino,0,1,0,73,3.0,0,636930.0,73749702.0,212310.0,1,1,0,1,0,0,999,empleado,soltero,1,vida,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
20,femenino,0,1,1,0,2.0,3,272924.0,32384865.0,136462.0,0,1,0,1,0,0,999,estudiante,divorciado,1,auto,Resto
34,femenino,1,1,1,89,1.0,0,238193.0,17626282.0,238193.0,0,0,0,1,1,0,499,empresario,casado,1,auto,Resto
28,femenino,1,1,1,4,2.0,0,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,1,hogar,Tucumán
30,femenino,2,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,desempleado,casado,0,ninguno,Mendoza
26,femenino,0,1,1,62,1.0,0,364486.0,30616824.0,364486.0,0,1,0,0,1,0,481,empleado,casado,1,auto,Buenos Aires
19,femenino,0,1,1,12,2.0,0,550605.0,37624770.0,275302.5,1,0,1,0,0,0,999,empleado,soltero,1,hogar,Resto
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
30,masculino,0,1,1,117,1.0,0,125157.0,12015072.0,125157.0,0,0,0,1,0,0,999,autónomo,divorciado,1,auto,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
25,masculino,0,1,1,60,1.0,0,251246.0,32661980.0,251246.0,0,0,0,1,0,0,999,estudiante,casado,1,auto,Córdoba
26,femenino,2,0,1,5,1.0,1,268151.0,14748305.0,268151.0,1,0,0,0,1,0,359,empleado,casado,0,ninguno,Mendoza
24,femenino,0,0,1,48,1.0,0,256520.0,24112880.0,256520.0,0,0,0,1,0,0,999,estudiante,casado,1,auto,Mendoza
40,masculino,1,1,1,73,1.0,0,145217.0,10310407.0,145217.0,0,0,0,1,0,0,999,autónomo,soltero,1,hogar,Buenos Aires
37,femenino,0,1,1,96,1.0,0,266313.0,38349072.0,266313.0,0,0,0,1,0,0,999,empleado,soltero,1,auto,Entre Ríos
57,femenino,3,1,1,5,3.0,1,450539.0,58898391.0,150179.66666666666,1,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
26,masculino,2,0,1,56,3.0,1,891192.0,95216730.0,297064.0,0,1,1,1,1,466750,727,autónomo,viudo,1,auto,Córdoba
58,masculino,3,0,1,110,1.0,0,310157.0,26363345.0,310157.0,0,1,0,0,0,0,999,empleado,viudo,1,auto,Buenos Aires
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
67,femenino,2,1,1,53,3.0,3,462485.0,34236292.0,154161.66666666666,1,0,1,1,0,0,999,jubilado,soltero,1,hogar,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
20,femenino,0,1,1,0,2.0,0,272924.0,32384865.0,136462.0,0,1,0,1,0,0,999,estudiante,divorciado,1,auto,Santa Fe
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
24,femenino,0,0,1,48,1.0,0,256520.0,24112880.0,256520.0,0,0,0,1,0,0,999,estudiante,casado,1,auto,Córdoba
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
40,masculino,2,0,1,114,1.0,0,79834.0,8941408.0,79834.0,1,0,0,0,1,0,456,empleado,soltero,1,salud,Santa Fe
25,masculino,0,1,1,60,1.0,0,251246.0,32661980.0,251246.0,0,0,0,1,0,0,999,estudiante,casado,1,auto,Córdoba
51,femenino,0,1,0,8,1.0,3,221969.0,20865086.0,221969.0,1,0,0,0,0,0,999,empleado,soltero,0,ninguno,Resto
30,masculino,0,1,1,49,1.0,0,281468.0,36872308.0,281468.0,0,0,0,1,0,0,999,desempleado,soltero,1,auto,Córdoba
41,femenino,2,1,0,1,1.0,1,209331.0,11094543.0,209331.0,0,0,1,0,0,0,999,empleado,casado,0,ninguno,Buenos Aires
51,femenino,3,1,1,76,1.0,0,297224.0,26452936.0,297224.0,0,0,1,0,1,0,705,empleado,casado,1,salud,Resto
56,femenino,3,1,0,33,2.0,0,479696.0,47981742.0,239848.0,1,0,1,0,0,0,999,autónomo,soltero,1,salud,Buenos Aires
33,femenino,2,1,0,41,3.0,0,893808.0,90319484.0,297936.0,0,1,1,1,0,0,999,autónomo,divorciado,1,vida,Córdoba
41,femenino,2,1,0,1,1.0,1,209331.0,11094543.0,209331.0,0,0,1,0,0,0,999,empleado,casado,0,ninguno,Buenos Aires
36,femenino,1,1,0,2,2.0,1,192310.0,19174616.0,96155.0,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
33,masculino,0,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
26,masculino,2,1,1,72,2.0,0,524280.0,68469495.0,262140.0,0,0,1,1,0,0,999,empleado,viudo,1,hogar,Buenos Aires
26,masculino,3,0,1,56,3.0,0,891192.0,95216730.0,297064.0,0,1,1,1,1,466750,727,desempleado,viudo,1,auto,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
25,masculino,0,0,1,60,1.0,0,266381.0,23707909.0,266381.0,0,0,0,1,0,0,999,estudiante,divorciado,1,auto,Resto
51,femenino,0,1,0,8,1.0,3,221969.0,20865086.0,221969.0,1,0,0,0,0,0,999,empleado,soltero,0,ninguno,Resto
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
36,femenino,2,0,1,87,2.0,0,217674.0,21266332.0,108837.0,0,0,1,1,0,0,999,empleado,soltero,1,auto,Resto
40,femenino,0,0,0,83,3.0,3,432257.0,29556082.0,144085.66666666666,0,1,1,1,0,0,999,empleado,casado,1,vida,Córdoba
35,femenino,0,1,1,67,3.0,0,770615.0,95602303.0,256871.66666666663,0,1,1,1,1,519477,573,empleado,divorciado,1,auto,Resto
62,masculino,3,0,1,106,1.0,0,250920.0,13298760.0,250920.0,0,0,0,1,0,0,999,autónomo,divorciado,1,auto,Buenos Aires
34,femenino,2,1,1,106,1.0,0,140508.0,15315372.0,140508.0,0,0,0,1,0,0,999,empleado,casado,1,hogar,Córdoba
68,masculino,1,1,1,39,1.0,0,198784.0,26637056.0,198784.0,1,0,0,0,1,0,309,jubilado,casado,1,salud,Resto
42,masculino,3,1,1,16,1.0,0,395430.0,49824180.0,395430.0,0,0,1,0,0,0,999,empleado,soltero,1,salud,Mendoza
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
45,femenino,0,1,1,103,1.0,0,129382.0,10350560.0,129382.0,0,0,0,1,0,0,999,autónomo,divorciado,1,hogar,Mendoza
29,femenino,2,1,0,4,2.0,0,491124.0,41245452.0,245562.0,0,0,1,1,0,0,999,empleado,casado,1,hogar,Resto
27,masculino,2,0,1,40,2.0,0,439175.0,52578269.0,219587.5,0,1,1,0,0,0,999,desempleado,soltero,1,auto,Buenos Aires
36,femenino,2,0,1,43,1.0,0,224837.0,18211797.0,224837.0,0,1,0,0,0,0,999,empresario,soltero,1,auto,Resto
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
19,femenino,0,1,0,12,1.0,0,189664.0,12517824.0,189664.0,0,0,0,1,0,0,999,estudiante,casado,1,hogar,Córdoba
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
68,femenino,0,1,1,92,1.0,0,213081.0,12997941.0,213081.0,0,0,0,1,0,0,999,jubilado,casado,1,auto,Entre Ríos
25,femenino,0,0,1,60,2.0,0,387234.0,43587048.0,193617.0,1,0,0,1,0,0,999,estudiante,casado,1,vida,Buenos Aires
34,femenino,0,0,1,21,1.0,0,184504.0,23985520.0,184504.0,0,1,0,0,0,0,999,empleado,soltero,1,auto,Santa Fe
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
30,femenino,2,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,desempleado,casado,0,ninguno,Mendoza
55,femenino,3,1,0,91,1.0,0,387063.0,52640568.0,387063.0,0,0,1,0,0,0,999,autónomo,soltero,1,salud,Buenos Aires
27,femenino,0,0,1,28,1.0,0,147122.0,20891324.0,147122.0,0,1,0,0,0,0,999,empleado,soltero,1,auto,Resto
28,femenino,2,1,1,4,2.0,0,242154.0,23841366.0,121077.0,1,0,0,1,0,0,999,autónomo,divorciado,1,vida,Resto
52,femenino,3,1,0,77,1.0,0,209649.0,13207887.0,209649.0,0,0,1,0,1,0,291,empleado,soltero,1,salud,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
33,masculino,1,0,1,4,3.0,1,769822.0,109955742.0,256607.3333333333,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
40,masculino,0,1,1,1,1.0,1,310630.0,20501580.0,310630.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Resto
18,masculino,0,1,0,12,1.0,0,80731.0,8718948.0,80731.0,1,0,0,0,1,0,212,estudiante,casado,1,salud,Resto
25,femenino,1,1,1,60,1.0,0,150169.0,21924674.0,150169.0,0,0,0,1,0,0,999,empleado,soltero,1,hogar,Córdoba
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
40,femenino,2,0,1,44,2.0,0,529912.0,65476766.0,264956.0,0,0,1,1,0,0,999,empresario,casado,1,auto,Buenos Aires
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
31,femenino,3,1,0,24,1.0,2,159240.0,10191360.0,159240.0,0,0,0,1,0,0,999,autónomo,casado,1,vida,Santa Fe
55,femenino,2,1,1,9,3.0,0,591888.0,72313491.0,197296.0,1,0,1,1,0,0,999,desempleado,divorciado,1,hogar,Santa Fe
50,femenino,2,1,1,20,1.0,0,115374.0,8537676.0,115374.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Buenos Aires
34,masculino,2,1,1,82,1.0,0,119020.0,8807480.0,119020.0,1,0,0,0,0,0,999,empleado,casado,1,hogar,Mendoza
33,masculino,2,0,0,95,1.0,0,252270.0,35065530.0,252270.0,1,0,0,0,0,0,999,empleado,casado,1,salud,Córdoba
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
59,femenino,2,1,1,19,2.0,0,419822.0,47134370.0,209911.0,0,1,0,1,2,0,684,empleado,casado,1,auto,Mendoza
25,femenino,0,0,1,60,2.0,0,387234.0,43587048.0,193617.0,1,0,0,1,0,0,999,estudiante,casado,1,vida,Córdoba
26,femenino,2,0,1,5,1.0,1,268151.0,14748305.0,268151.0,1,0,0,0,1,0,359,empleado,casado,0,ninguno,Mendoza
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,estudiante,soltero,0,ninguno,Santa Fe
18,masculino,0,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
33,femenino,3,1,0,41,3.0,0,646527.0,65339357.0,215509.0,0,1,1,1,0,0,999,autónomo,divorciado,1,vida,Resto
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
44,femenino,3,1,1,10,2.0,0,565968.0,45500047.0,282984.0,0,1,0,1,1,0,44,empleado,casado,1,auto,Tucumán
33,masculino,2,1,0,69,1.0,0,188763.0,10193202.0,188763.0,1,0,0,0,0,0,999,empleado,divorciado,1,hogar,Buenos Aires
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
37,femenino,0,1,1,55,1.0,0,281042.0,29509410.0,281042.0,0,0,0,1,0,0,999,desempleado,divorciado,1,auto,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
66,femenino,1,1,0,73,2.0,0,444613.0,57597706.0,222306.5,0,0,1,1,0,0,999,jubilado,soltero,1,hogar,Buenos Aires
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,estudiante,soltero,0,ninguno,Santa Fe
57,femenino,3,1,1,5,3.0,1,450539.0,58898391.0,150179.66666666666,1,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
48,femenino,2,1,1,97,1.0,0,260815.0,14344825.0,260815.0,0,0,0,1,0,0,999,empleado,soltero,1,hogar,Buenos Aires
66,femenino,3,0,0,13,1.0,0,282165.0,18340725.0,282165.0,0,0,0,1,0,0,999,jubilado,soltero,1,vida,Buenos Aires
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
31,femenino,0,0,1,25,1.0,0,207350.0,12233650.0,207350.0,0,0,0,1,0,0,999,empleado,soltero,1,auto,Buenos Aires
41,masculino,2,1,0,86,3.0,0,676176.0,69792840.0,225392.0,0,1,1,1,0,0,999,autónomo,soltero,1,vida,Buenos Aires
54,femenino,0,1,0,98,1.0,0,170230.0,15831390.0,170230.0,0,0,0,1,0,0,999,empleado,soltero,1,hogar,Santa Fe
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
50,femenino,3,0,0,114,3.0,1,567915.0,41389925.0,189305.0,1,0,1,1,0,0,999,autónomo,casado,1,vida,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
26,femenino,2,0,1,5,1.0,0,293618.0,18497934.0,293618.0,1,0,0,0,0,0,999,desempleado,casado,1,salud,Mendoza
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
37,femenino,2,0,0,25,3.0,0,853384.0,69702385.0,284461.3333333333,1,0,1,1,0,0,999,empleado,soltero,1,vida,Córdoba
50,femenino,0,1,1,20,1.0,0,115374.0,8537676.0,115374.0,0,1,0,0,0,0,999,autónomo,soltero,1,auto,Mendoza
27,femenino,2,1,0,59,2.0,0,361707.0,41647358.0,180853.5,0,1,1,0,0,0,999,empleado,soltero,1,salud,Entre Ríos
64,femenino,0,0,1,21,2.0,1,581214.0,67367890.0,290607.0,0,1,1,0,0,0,999,empleado,casado,1,auto,Buenos Aires
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
30,femenino,2,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,desempleado,casado,0,ninguno,Mendoza
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
18,femenino,0,0,0,1,3.0,0,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
51,masculino,0,0,0,69,1.0,0,251516.0,21881892.0,251516.0,0,1,0,0,0,0,999,desempleado,soltero,1,salud,Tucumán
29,femenino,2,1,0,4,2.0,0,491124.0,41245452.0,245562.0,0,0,1,1,0,0,999,empresario,casado,1,hogar,Mendoza
46,masculino,1,1,1,3,2.0,0,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,desempleado,soltero,1,auto,Córdoba
46,masculino,3,1,1,3,2.0,0,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,1,auto,Resto
36,femenino,1,1,0,2,2.0,1,192310.0,19174616.0,96155.0,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
58,femenino,1,1,1,81,1.0,0,281240.0,22499200.0,281240.0,0,1,0,0,0,0,999,autónomo,casado,1,salud,Buenos Aires
58,femenino,0,0,0,65,1.0,0,171906.0,23035404.0,171906.0,0,0,0,1,0,0,999,empleado,casado,1,vida,Córdoba
25,femenino,0,1,1,55,3.0,0,643641.0,73786422.0,214547.0,1,0,1,1,0,0,999,empleado,casado,1,hogar,Buenos Aires
