
persona_id,edad,genero,preferencia_contacto,antiguedad_cliente,hijos,ocupacion,ingresos_mensuales,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,producto_objetivo,adquirio
565,41,1,1,2.42,1,4,159197,2,345000,12506.5,42,34,5,3,0.81,950.93,1,13169.0,443,1,0,0,1,0,0,0,2,1
566,35,0,1,2.82,0,2,173301,1,350000,10427.0,13,10,0,3,0.77,853.04,1,162740.0,1050,1,0,0,0,0,0,0,2,1
567,50,0,0,3.89,3,1,207018,2,553000,15149.0,26,20,3,3,0.77,1265.93,0,0.0,-1,0,0,0,1,0,0,1,3,0
568,30,1,1,2.07,4,1,80929,3,772000,10193.33,99,81,7,11,0.82,818.04,2,47287.0,1016,1,1,1,0,0,0,0,5,1
569,30,0,1,4.52,2,1,313830,1,130000,11107.0,25,17,4,4,0.68,947.7,2,28876.0,37,1,0,0,0,0,0,0,5,0
570,23,0,1,0.89,1,1,163717,3,837000,10508.0,63,56,6,1,0.89,701.56,1,97257.0,300,0,0,1,1,0,1,0,5,1
571,46,0,0,0.67,0,1,228351,1,340000,11899.0,13,10,2,1,0.77,971.63,1,150471.0,814,1,0,0,0,0,0,0,2,0
572,60,1,0,4.05,2,2,60003,3,661000,10499.0,64,50,7,7,0.78,952.79,4,82076.25,80,1,1,0,1,0,0,0,3,0
573,67,1,1,3.61,1,1,311883,2,506000,9619.0,30,27,3,0,0.9,919.17,3,114647.0,143,1,0,1,0,0,0,0,4,1
574,51,1,1,1.8,1,1,122218,2,740000,11711.0,26,24,1,1,0.92,957.36,2,170467.0,450,1,0,0,1,0,0,0,2,1
575,35,1,0,4.0,1,4,58687,1,130000,12034.0,28,19,3,6,0.68,1011.61,2,14588.0,461,1,0,0,0,0,0,0,7,0
576,70,0,0,2.24,2,1,248806,3,730000,10871.33,66,48,6,12,0.73,956.4,1,129415.0,1385,1,0,0,1,0,0,0,3,1
577,50,0,1,3.09,2,4,101552,2,1365000,16679.0,59,47,4,8,0.8,1365.6,0,0.0,-1,0,0,0,1,0,0,0,3,1
578,34,0,0,2.1,1,2,307934,2,648000,7672.5,38,31,6,1,0.82,709.74,1,225684.0,1105,0,1,1,0,0,0,0,5,0
579,69,0,0,2.91,1,2,176869,1,360000,11399.0,18,13,1,4,0.72,982.54,3,162256.67,119,1,0,0,0,0,0,0,2,0
580,31,0,0,4.87,3,2,503276,1,240000,12768.0,13,10,2,1,0.77,1036.47,2,67527.0,604,1,0,0,0,0,0,0,2,1
581,53,1,1,2.53,0,5,122449,1,370000,11697.0,8,6,0,2,0.75,1066.17,3,132267.0,94,1,0,0,0,0,0,0,2,1
582,50,0,1,2.36,2,4,161960,3,776000,10753.33,58,46,5,7,0.79,805.87,6,113455.67,61,0,1,1,0,0,0,0,4,1
583,42,1,1,3.3,1,4,130753,1,230000,7771.0,25,20,2,3,0.8,644.33,0,0.0,-1,1,0,0,0,0,0,0,2,1
584,48,1,0,0.45,2,2,481556,2,635000,11373.5,25,20,3,2,0.8,901.37,3,156200.0,159,0,0,0,1,1,0,0,3,1
585,44,0,0,0.23,0,1,165639,2,564000,10479.5,33,22,6,5,0.67,840.33,1,116244.0,516,0,1,1,0,0,0,0,4,1
586,48,1,0,1.62,1,3,49055,1,290000,12235.0,13,10,1,2,0.77,1039.51,2,196899.0,283,1,0,0,0,0,0,0,2,0
587,59,1,1,2.64,2,2,447893,3,1030000,11532.0,67,59,6,2,0.88,933.19,0,0.0,-1,1,1,0,0,0,0,0,3,0
588,63,1,0,4.28,2,1,264199,3,1254000,11220.0,63,52,6,5,0.83,910.66,1,285033.0,822,1,1,1,0,0,0,0,4,1
589,63,1,1,4.83,1,1,103667,3,665000,14528.67,66,55,4,7,0.83,1202.49,1,19343.0,18,1,0,1,1,0,0,0,2,0
590,26,0,0,3.61,1,1,293079,1,240000,13205.0,6,4,0,2,0.67,1112.69,0,0.0,-1,0,0,0,1,0,0,0,3,1
591,35,1,1,2.48,0,2,507244,2,452000,7406.5,63,49,7,7,0.78,638.54,0,0.0,-1,0,1,1,0,0,0,0,4,1
592,52,1,0,1.43,0,1,131857,2,662000,14263.0,26,25,0,1,0.96,1204.91,4,188968.25,206,0,0,1,0,0,0,1,4,0
593,69,0,0,3.25,1,1,140408,3,490000,10323.67,51,38,6,7,0.75,885.26,2,67728.0,540,1,0,0,0,0,0,0,3,0
594,66,0,1,2.27,0,1,145171,3,962000,11091.33,83,70,4,9,0.84,897.32,0,0.0,-1,1,0,1,0,0,0,0,4,1
595,61,1,1,1.58,0,1,268954,2,1210000,9621.5,38,28,5,5,0.74,729.22,0,0.0,-1,1,0,0,1,0,0,0,3,1
596,24,0,1,0.65,0,5,135959,3,1196000,8701.67,32,24,5,3,0.75,813.15,4,187259.0,9,1,1,0,0,0,0,0,3,0
597,46,0,1,2.18,2,1,322174,1,480000,11053.0,18,15,1,2,0.83,920.7,0,0.0,-1,1,0,0,0,0,0,0,2,1
598,24,1,1,1.56,0,5,31881,1,288000,7881.0,13,9,3,1,0.69,598.84,0,0.0,-1,0,1,0,0,0,0,0,5,1
599,64,1,0,0.42,0,5,109236,3,1003000,13377.67,87,73,7,7,0.84,1092.99,1,20541.0,549,0,0,0,1,1,0,0,3,1
600,34,0,1,1.26,7,1,340792,1,150000,7534.0,25,18,5,2,0.72,599.37,0,0.0,-1,1,0,0,0,0,0,0,2,0
601,61,0,0,0.44,1,2,675058,2,596000,10655.0,55,43,8,4,0.78,953.74,0,0.0,-1,1,0,1,0,0,0,0,4,1
602,49,0,1,0.24,0,5,97359,3,1506000,12203.0,55,48,3,4,0.87,976.22,6,173978.33,24,0,1,0,1,0,0,0,3,1
603,67,1,0,4.87,1,1,150277,2,362000,8437.5,37,24,7,6,0.65,523.34,1,29975.0,632,0,0,1,0,0,1,0,4,0
604,26,1,0,1.58,0,1,94824,2,585000,12862.5,62,50,6,6,0.81,1072.17,3,22541.67,237,1,0,0,0,0,0,1,5,0
605,50,1,1,0.82,0,1,96727,1,156000,14688.0,13,12,0,1,0.92,1204.7,2,38227.0,305,0,0,1,0,0,0,0,4,0
606,54,1,0,4.9,2,2,460354,2,920000,9506.0,27,22,2,3,0.81,784.96,0,0.0,-1,1,0,1,0,0,0,0,2,1
607,39,0,0,2.79,0,2,253846,1,444000,13440.0,32,27,4,1,0.84,1162.69,0,0.0,-1,0,0,1,0,0,0,0,4,1
608,28,1,1,1.1,1,1,290794,1,384000,6817.0,25,23,2,0,0.92,567.57,0,0.0,-1,0,1,0,0,0,0,0,5,0
609,40,1,1,2.03,1,1,224871,1,161000,7573.0,13,10,2,1,0.77,605.39,0,0.0,-1,0,0,0,0,1,0,0,6,1
610,52,0,0,3.27,1,1,125536,1,112000,8968.0,35,29,3,3,0.83,736.74,3,13812.0,405,0,1,0,0,0,0,0,1,1
611,62,0,1,1.79,2,1,186751,1,155000,4860.0,37,29,5,3,0.78,381.1,2,117214.5,346,0,0,0,0,0,1,0,5,1
612,32,0,1,1.87,0,3,60461,1,345000,15627.0,12,11,0,1,0.92,1295.12,0,0.0,-1,0,0,0,1,0,0,0,3,1
613,49,0,1,2.87,2,2,244934,3,830000,8890.0,67,52,9,6,0.78,743.47,2,182095.0,1242,1,1,0,0,0,0,0,3,1
614,31,0,0,3.47,0,5,32762,1,270000,9380.0,10,7,0,3,0.7,753.45,1,23906.0,203,1,0,0,0,0,0,0,5,1
615,66,1,1,3.87,0,1,286520,1,310000,7162.0,37,24,9,4,0.65,623.83,1,15546.0,614,1,0,0,0,0,0,0,2,0
616,45,1,0,3.4,2,3,60314,2,472000,9346.0,53,42,7,4,0.79,799.14,2,88994.0,167,1,1,0,0,0,0,0,3,1
617,64,0,1,4.37,0,2,163943,2,570000,12519.5,38,31,4,3,0.82,1079.43,3,58808.0,524,1,0,1,0,0,0,0,4,0
618,64,1,1,3.19,2,2,657019,3,570000,10505.0,80,61,8,11,0.76,897.48,1,41191.0,1177,1,0,0,0,0,0,0,3,0
619,41,0,1,4.54,0,1,184536,1,264000,12922.0,37,27,6,4,0.73,1098.95,0,0.0,-1,0,0,1,0,0,0,0,4,0
620,68,0,1,0.81,3,4,164739,1,350000,7672.0,25,19,5,1,0.76,646.1,1,75115.0,798,1,0,0,0,0,0,0,6,1
621,52,1,0,4.36,2,1,99032,2,680000,10547.5,26,22,2,2,0.85,860.13,2,151418.5,108,1,0,0,0,0,0,0,2,1
622,66,1,0,4.46,1,3,49835,2,705000,13110.5,38,29,5,4,0.76,1164.09,0,0.0,-1,1,0,0,1,0,0,0,3,1
623,33,0,1,4.33,1,1,179064,1,205000,6264.0,25,23,2,0,0.92,519.45,0,0.0,-1,0,0,0,0,0,1,0,5,1
624,62,1,0,1.92,2,1,199208,2,1050000,15658.5,35,27,5,3,0.77,1278.49,1,368630.0,810,0,0,0,1,0,0,0,3,1
625,47,0,0,3.66,3,3,56280,1,720000,17879.0,19,13,3,3,0.68,1533.29,2,566839.5,64,0,0,0,1,0,0,0,3,1
626,29,0,1,1.63,6,2,282025,1,132000,13900.0,16,14,1,1,0.88,1072.45,1,41014.0,214,0,0,1,0,0,0,0,5,1
627,57,1,0,0.32,1,2,173167,1,336000,10412.0,32,27,2,3,0.84,916.99,0,0.0,-1,0,1,0,0,0,0,0,5,0
628,62,0,0,4.06,2,1,227145,2,532000,11196.0,42,35,4,3,0.83,886.41,1,111235.0,17,0,1,1,0,0,0,0,4,1
629,66,1,0,4.54,1,1,113982,3,1041000,10039.0,74,60,5,9,0.81,794.34,3,86889.67,191,0,0,1,1,1,0,0,6,0
630,62,0,0,0.12,3,3,23552,2,568000,10389.5,26,23,1,2,0.88,870.94,1,53181.0,1111,0,1,1,0,0,0,0,4,1
631,52,1,0,0.36,2,2,328424,2,510000,8832.5,63,48,6,9,0.76,766.91,2,98180.0,334,1,1,0,0,0,0,0,3,1
632,66,0,0,1.83,0,3,62050,1,260000,9595.0,13,11,1,1,0.85,782.61,0,0.0,-1,1,0,0,0,0,0,0,6,0
633,63,1,0,1.32,2,1,247392,3,999000,8912.67,54,44,2,8,0.81,709.48,2,33478.5,107,0,1,0,1,0,1,0,3,1
634,21,0,0,3.01,4,2,189111,2,674000,6545.0,16,12,3,1,0.75,484.57,2,55532.0,7,1,0,0,0,1,0,0,4,0
635,64,0,0,2.38,0,3,33649,2,536000,11408.5,58,50,3,5,0.86,999.37,3,70993.0,966,1,0,1,0,0,0,0,4,1
636,49,0,0,4.73,3,1,191399,2,918000,12888.0,23,18,2,3,0.78,1087.66,1,69535.0,1284,1,0,1,0,0,0,0,2,1
637,50,0,0,4.64,2,1,277076,2,684000,9870.0,48,37,7,4,0.77,823.96,3,113221.33,473,1,1,0,0,0,0,0,3,0
638,52,0,0,2.18,2,1,216753,1,564000,11224.0,37,34,1,2,0.92,947.57,0,0.0,-1,0,0,1,0,0,0,0,4,0
639,59,1,0,3.83,2,2,305677,2,904000,9366.0,62,50,7,5,0.81,790.26,3,138784.0,8,1,0,1,0,0,0,0,4,1
640,62,1,0,0.17,1,1,254789,2,445000,6489.5,28,25,2,1,0.89,601.57,2,30918.5,79,1,0,0,0,0,1,0,3,1
641,56,1,1,4.53,2,4,49280,1,195000,13767.0,25,21,2,2,0.84,1199.34,0,0.0,-1,0,0,0,1,0,0,0,3,1
642,62,0,1,4.11,1,1,147368,1,160000,10324.0,18,16,1,1,0.89,881.46,0,0.0,-1,0,1,0,0,0,0,0,3,1
643,42,1,0,2.45,0,1,235195,1,150000,9595.0,37,30,6,1,0.81,839.34,0,0.0,-1,1,0,0,0,0,0,0,2,1
644,28,1,1,1.38,0,5,80242,1,88000,9842.0,37,30,1,6,0.81,809.06,0,0.0,-1,0,1,0,0,0,0,0,5,0
645,56,1,0,3.52,1,2,448739,3,808000,8730.33,53,43,7,3,0.81,641.15,0,0.0,-1,0,0,1,0,0,1,0,4,1
646,49,1,0,0.24,2,4,85077,2,600000,11614.5,37,31,3,3,0.84,933.45,0,0.0,-1,1,0,0,0,0,0,0,2,1
647,63,1,0,4.04,0,1,166450,3,1048000,9232.67,69,54,6,9,0.78,817.53,0,0.0,-1,1,0,1,0,0,0,0,4,0
648,35,1,0,2.27,3,1,266494,1,330000,10165.0,17,11,2,4,0.65,895.7,2,74360.0,81,1,0,0,0,0,0,0,6,0
649,52,0,1,3.6,2,2,622245,1,430000,7766.0,13,8,3,2,0.62,602.42,0,0.0,-1,1,0,0,0,0,0,0,5,0
650,27,1,1,1.46,2,1,119787,2,690000,9853.5,26,24,0,2,0.92,830.55,0,0.0,-1,1,0,0,0,0,0,0,5,1
651,39,1,1,2.49,1,2,627234,3,1061000,9605.33,80,64,6,10,0.8,728.4,0,0.0,-1,0,1,0,1,0,0,0,3,1
652,27,0,0,4.78,4,1,235102,2,345000,12896.0,17,13,2,2,0.76,898.51,0,0.0,-1,1,0,0,1,0,0,0,3,1
653,54,1,0,3.36,4,4,165169,3,1060000,8770.33,37,30,5,2,0.81,689.91,3,76510.67,4,1,0,0,0,0,0,0,2,1
654,31,0,1,3.85,4,1,159848,1,492000,9187.0,25,18,5,2,0.72,780.38,0,0.0,-1,0,0,1,0,0,0,0,5,0
655,33,1,0,3.37,0,2,192282,1,410000,11905.0,13,9,3,1,0.69,964.8,0,0.0,-1,1,0,0,0,0,0,0,5,0
656,51,0,1,0.5,0,3,33928,2,1130000,13331.5,52,45,3,4,0.87,1268.59,1,312035.0,353,1,0,0,1,0,0,0,2,1
657,68,1,0,1.24,5,1,206352,3,1246000,9679.0,75,66,2,7,0.88,865.81,1,54597.0,1182,1,1,1,0,0,0,0,4,1
658,52,0,1,2.65,0,4,142160,1,450000,14575.0,13,10,3,0,0.77,1193.4,1,152609.0,342,0,0,0,1,0,0,0,3,1
659,66,1,0,2.2,3,1,229231,1,360000,12798.0,25,18,2,5,0.72,1087.38,2,134510.0,285,0,0,1,0,0,0,0,4,0
660,48,0,0,0.42,0,1,98890,2,745000,12753.5,36,25,3,8,0.69,1047.94,2,189032.0,225,1,0,0,1,0,0,0,3,0
661,61,0,1,2.73,0,1,265766,1,248000,7547.0,18,15,2,1,0.83,616.95,2,155762.0,123,0,1,0,0,0,0,0,5,1
662,44,0,0,0.13,2,1,120173,2,530000,7352.0,56,41,7,8,0.73,648.46,0,0.0,-1,1,1,0,0,0,0,0,3,0
663,23,0,0,0.16,5,4,168578,2,1164000,13913.0,74,52,8,14,0.7,1163.1,3,212192.67,810,0,0,1,1,0,0,0,5,1
664,69,1,1,4.82,1,1,337660,1,260000,10850.0,13,9,2,2,0.69,932.01,3,122682.67,789,0,0,0,0,0,0,1,1,0
665,35,1,1,4.82,4,4,152416,1,308000,8419.0,24,19,4,1,0.79,701.03,0,0.0,-1,0,0,0,0,1,0,0,7,1
666,50,0,1,4.98,1,2,73509,2,900000,16622.5,50,39,6,5,0.78,1341.89,1,34807.0,107,0,0,0,1,0,0,0,3,1
667,69,0,0,0.55,3,1,158596,1,430000,7235.0,28,22,2,4,0.79,637.04,0,0.0,-1,1,0,0,0,0,0,0,4,1
668,45,1,0,2.76,2,1,243221,2,264000,7008.5,41,34,5,2,0.83,627.79,1,61523.0,816,0,1,0,0,0,0,0,3,0
669,43,1,1,0.44,3,2,516702,2,962000,9563.5,20,16,2,2,0.8,719.16,1,177778.0,298,1,0,1,0,0,0,0,2,1
670,69,0,1,1.02,0,3,13586,2,790000,9689.0,42,31,4,7,0.74,753.29,5,128223.4,8,1,0,0,0,0,0,0,5,0
671,53,0,1,3.81,1,1,189950,2,970000,9952.5,18,15,1,2,0.83,877.95,2,64951.5,7,1,0,0,0,0,0,0,2,0
672,62,1,1,4.04,3,3,51325,1,180000,14473.0,31,27,1,3,0.87,1196.86,0,0.0,-1,0,0,0,1,0,0,0,3,0
673,61,1,1,3.48,0,5,58483,3,833000,11769.33,63,52,7,4,0.83,1176.48,3,203383.33,228,0,1,0,1,0,0,0,3,0
674,53,0,1,0.67,2,4,231736,2,771000,12098.0,50,37,5,8,0.74,1138.87,2,160737.0,366,0,0,1,1,0,0,0,6,1
675,62,1,1,0.21,2,4,130338,3,1193000,10980.0,36,26,6,4,0.72,983.39,2,116345.0,13,0,1,1,1,0,0,0,6,0
676,56,1,1,0.12,3,3,47644,3,1128000,9531.33,34,23,5,6,0.68,785.37,3,313816.0,97,1,1,1,0,0,0,0,4,0
677,28,1,1,1.16,0,1,284033,3,883000,14172.0,46,35,7,4,0.76,1197.46,3,81302.0,859,1,0,0,1,0,0,1,3,0
678,27,1,1,0.16,1,2,318208,3,1292000,12311.67,75,60,8,7,0.8,1156.71,4,231419.75,6,1,0,1,1,0,0,0,5,1
679,66,0,1,2.23,1,1,307620,2,980000,11360.0,50,35,5,10,0.7,975.15,1,58090.0,1,1,0,0,1,0,0,0,3,1
680,50,0,0,1.12,1,2,621644,2,764000,9103.0,51,40,7,4,0.78,736.12,0,0.0,-1,1,0,1,0,0,0,0,2,1
681,54,0,1,2.55,5,2,587864,3,978000,8678.67,63,52,5,6,0.83,946.37,5,40246.6,16,0,1,0,1,0,1,0,3,1
682,54,0,1,1.19,1,2,487830,3,854000,7306.0,63,48,11,4,0.76,602.6,2,62262.5,1125,1,1,0,0,0,0,0,3,1
683,56,0,1,3.55,3,2,108301,2,500000,13383.5,50,37,4,9,0.74,1088.55,3,128227.33,497,1,0,1,0,0,0,0,4,1
684,42,1,1,2.47,0,1,90846,1,260000,10397.0,7,7,0,0,1.0,924.22,0,0.0,-1,1,0,0,0,0,0,0,2,1
685,41,0,1,3.57,2,1,194007,1,490000,10037.0,13,10,2,1,0.77,790.73,1,377887.0,893,1,0,0,0,0,0,0,2,1
686,58,0,1,2.56,0,1,271432,3,1153000,9525.33,60,46,9,5,0.77,726.23,4,125842.0,234,0,1,0,1,1,0,0,3,1
687,38,0,1,1.5,0,1,107413,2,696000,10770.5,48,38,4,6,0.79,972.31,0,0.0,-1,1,1,0,0,0,0,0,3,1
688,26,1,1,4.77,1,1,247298,3,720000,8811.0,38,33,3,2,0.87,715.87,1,87024.0,170,1,1,0,0,0,0,0,3,0
689,63,0,0,1.56,3,1,140104,1,675000,15646.0,25,19,2,4,0.76,1251.76,0,0.0,-1,0,0,0,1,0,0,0,3,1
690,40,0,0,4.84,1,2,510529,1,456000,10845.0,37,24,8,5,0.65,865.93,1,183825.0,654,0,0,1,0,0,0,0,6,1
691,27,1,1,0.96,2,2,249392,1,256000,6872.0,28,24,3,1,0.86,555.84,0,0.0,-1,0,1,0,0,0,0,0,5,0
692,44,1,1,4.69,1,2,163910,1,264000,13480.0,13,9,1,3,0.69,1067.76,0,0.0,-1,0,0,1,0,0,0,0,4,0
693,61,1,1,4.29,2,2,689401,3,650000,8955.67,67,51,5,11,0.76,741.9,4,136903.25,63,0,1,0,0,1,0,0,3,0
694,68,0,0,2.56,0,3,45972,2,770000,10371.0,17,13,2,2,0.76,882.75,0,0.0,-1,1,1,0,0,0,0,0,3,0
695,22,0,1,1.74,0,1,213951,3,828000,13574.0,75,65,1,9,0.87,1187.85,2,40136.0,341,0,1,1,1,0,0,0,5,1
696,53,0,0,1.78,0,3,53158,1,100000,7879.0,25,22,2,1,0.88,604.52,0,0.0,-1,1,0,0,0,0,0,0,2,1
697,47,1,1,2.79,3,4,91802,3,748000,11251.0,58,46,5,7,0.79,968.45,0,0.0,-1,1,0,1,0,0,0,0,2,1
698,28,0,1,2.66,3,1,141490,3,990000,9698.67,65,52,7,6,0.8,846.03,4,119839.5,6,1,0,0,0,0,0,0,5,1
699,30,0,1,1.63,0,5,133858,1,375000,12231.0,25,21,3,1,0.84,995.56,1,130539.0,475,0,0,0,1,0,0,0,3,1
700,61,1,1,2.7,1,2,368335,3,1180000,12403.0,99,83,10,6,0.84,1037.0,0,0.0,-1,1,0,1,1,0,0,0,5,0
701,47,1,1,3.99,2,1,120081,3,1180000,12335.0,45,34,6,5,0.76,865.27,3,106121.0,130,1,0,0,1,0,0,0,2,1
702,47,1,1,3.47,1,3,65210,2,238000,9688.0,50,39,5,6,0.78,791.15,3,53787.33,729,1,1,0,0,0,0,0,3,1
703,43,1,0,2.91,0,1,253263,2,690000,9351.0,44,37,2,5,0.84,866.49,0,0.0,-1,1,0,0,0,0,0,0,2,1
704,29,1,1,1.69,1,2,372006,3,880000,11838.33,63,52,4,7,0.83,906.28,2,95818.0,116,1,0,0,1,0,0,0,3,1
705,29,0,0,4.48,2,4,233017,2,930000,16640.5,26,22,2,2,0.85,1380.3,3,204015.67,261,0,0,0,1,0,0,0,3,0
706,36,1,1,2.7,1,1,128375,2,326000,8850.5,50,35,9,6,0.7,822.88,0,0.0,-1,1,1,0,0,0,0,0,3,1
707,26,0,1,3.6,1,4,137886,1,450000,11092.0,13,9,4,0,0.69,919.51,0,0.0,-1,1,0,0,0,0,0,0,5,1
708,44,1,0,2.52,8,1,157076,1,190000,12163.0,14,11,2,1,0.79,1036.39,0,0.0,-1,1,0,0,0,0,0,0,2,1
709,46,1,1,1.24,4,1,325536,1,280000,5388.0,13,8,1,4,0.62,506.84,0,0.0,-1,0,1,0,0,0,0,0,4,0
710,36,1,1,0.93,2,1,310671,2,528000,6506.5,33,25,4,4,0.76,516.61,5,112736.2,79,0,1,0,0,0,0,0,7,0
711,31,0,0,1.37,4,4,115551,3,1100000,7829.0,40,29,7,4,0.72,599.98,5,198843.4,25,1,0,0,0,0,0,0,2,1
712,41,1,1,4.63,1,2,448247,2,544000,12611.5,35,24,7,4,0.69,1051.19,0,0.0,-1,1,0,1,0,0,0,0,4,0
713,54,0,1,4.48,3,4,101681,1,300000,12200.0,24,21,0,3,0.88,1059.83,3,220218.0,228,0,0,0,1,0,0,0,3,0
714,30,0,1,2.41,2,3,20254,3,1148000,12070.33,32,25,3,4,0.78,965.37,5,169097.0,12,0,1,1,0,0,0,0,5,1
715,67,1,0,2.45,3,2,485410,1,392000,7650.0,21,16,3,2,0.76,645.35,0,0.0,-1,0,1,0,0,0,0,0,5,0
716,58,0,0,4.09,3,1,157404,1,572000,10627.0,13,12,0,1,0.92,845.14,1,206112.0,1109,0,0,0,0,0,0,1,2,1
717,38,1,1,2.05,3,1,127944,3,634000,9396.33,49,40,5,4,0.82,763.83,2,43655.5,58,1,0,1,0,0,0,0,2,0
718,40,1,1,1.22,2,2,404108,3,1079000,12993.0,46,38,3,5,0.83,925.18,2,69729.0,36,1,0,1,1,0,0,0,2,1
719,68,1,0,0.73,2,1,239480,2,351000,8287.5,29,27,2,0,0.93,667.25,0,0.0,-1,0,0,1,0,0,1,0,4,0
720,68,1,0,3.59,2,2,590644,1,150000,12023.0,37,27,5,5,0.73,1000.87,1,63868.0,857,0,0,0,1,0,0,0,3,0
721,22,0,1,1.34,1,1,221536,2,540000,8530.0,54,47,4,3,0.87,731.73,4,112843.5,602,1,0,0,0,0,1,0,5,0
722,48,0,0,1.47,1,3,52513,1,210000,11622.0,24,22,1,1,0.92,955.42,2,133572.5,272,1,0,0,0,0,0,0,2,1
723,64,1,0,1.72,2,1,108768,3,1072000,9994.67,39,30,3,6,0.77,829.21,6,172470.17,770,1,1,1,0,0,0,0,4,1
724,25,1,0,0.13,2,1,341063,2,500000,12068.0,22,21,0,1,0.95,978.73,2,94552.5,60,1,0,0,1,0,0,0,3,1
725,36,1,1,1.64,2,2,295224,1,324000,14206.0,37,30,4,3,0.81,1264.95,0,0.0,-1,0,0,1,0,0,0,0,4,0
726,56,1,1,0.7,2,1,97540,3,611000,12943.0,87,76,5,6,0.87,1052.06,0,0.0,-1,0,0,1,1,0,0,1,2,0
727,56,1,0,2.27,1,1,243241,2,470000,8966.5,38,29,4,5,0.76,804.61,0,0.0,-1,1,0,0,0,0,1,0,7,0
728,55,0,1,0.55,2,4,168179,3,984000,9646.0,60,47,7,6,0.78,798.38,7,112821.14,58,0,1,0,0,0,0,0,5,1
729,27,1,1,3.57,0,1,210974,2,714000,11303.5,74,63,5,6,0.85,929.97,1,26485.0,465,1,0,1,0,0,0,0,5,1
730,47,1,0,0.68,3,4,44680,1,208000,9630.0,5,4,0,1,0.8,843.25,0,0.0,-1,0,1,0,0,0,0,0,5,1
731,40,0,0,2.73,0,3,53771,3,755000,12275.67,50,45,3,2,0.9,989.6,2,151526.5,58,1,0,0,1,0,0,0,2,1
732,68,1,1,3.7,1,1,183294,3,618000,8591.0,82,62,12,8,0.76,738.22,3,58360.33,30,0,1,0,0,1,0,0,3,1
733,47,1,0,3.54,0,1,242133,1,310000,7080.0,37,31,3,3,0.84,554.44,0,0.0,-1,1,0,0,0,0,0,0,2,1
734,70,1,1,1.49,2,2,625182,3,884000,8069.33,99,78,10,11,0.79,656.12,1,207968.0,478,1,1,0,0,0,0,0,3,1
735,65,1,0,1.75,4,1,173273,2,570000,10482.0,26,19,1,6,0.73,857.69,0,0.0,-1,1,0,0,0,0,0,0,7,1
736,56,1,0,0.24,3,2,267712,2,592000,10285.5,62,52,5,5,0.84,926.85,1,18267.0,1037,0,1,1,0,0,0,0,4,1
737,40,0,0,1.25,3,1,202052,1,343000,8828.0,13,10,1,2,0.77,769.33,1,234371.0,95,0,0,0,0,1,0,0,2,0
738,43,0,0,4.14,4,1,279706,2,796000,9816.0,46,40,5,1,0.87,826.14,2,214322.0,267,1,1,0,0,0,0,0,3,1
739,29,1,1,1.0,2,1,321317,2,374000,8958.5,24,22,0,2,0.92,738.62,2,66620.5,315,1,1,0,0,0,0,0,3,1
740,70,1,1,4.91,3,1,80121,2,450000,12448.0,40,29,6,5,0.72,1010.37,3,71166.67,154,1,0,1,0,0,0,0,4,0
741,30,0,0,0.95,0,4,243533,3,730000,10546.67,84,65,9,10,0.77,876.9,7,108354.71,11,1,0,0,0,0,0,0,2,1
742,54,1,1,0.36,0,3,59350,1,144000,6924.0,21,17,1,3,0.81,606.0,0,0.0,-1,0,1,0,0,0,0,0,7,0
743,49,0,0,3.91,1,2,61411,3,780000,10289.33,63,49,11,3,0.78,894.62,1,83513.0,665,1,0,0,0,0,0,0,2,1
744,29,1,1,0.14,1,1,340147,1,615000,15345.0,14,8,3,3,0.57,1304.14,0,0.0,-1,0,0,0,1,0,0,0,5,0
745,36,0,1,2.22,0,1,111623,2,614000,11194.5,26,22,2,2,0.85,896.76,0,0.0,-1,1,0,1,0,0,0,0,2,1
746,37,0,0,2.79,0,1,128511,3,1190000,11354.0,51,38,9,4,0.75,922.5,3,233060.0,906,1,1,0,0,0,0,0,3,0
747,53,1,1,1.72,2,2,208739,3,730000,12540.33,75,62,6,7,0.83,1181.71,2,114939.5,968,0,0,0,1,1,0,0,3,1
748,65,0,0,1.2,0,2,279924,2,726000,11949.0,50,42,4,4,0.84,1043.85,5,164288.0,1079,0,0,1,1,0,0,0,2,0
749,37,0,0,0.88,1,1,319031,1,250000,2200.0,13,13,0,0,1.0,193.95,0,0.0,-1,0,0,0,0,0,1,0,1,1
750,35,1,1,1.18,3,1,316091,1,555000,15426.0,13,12,1,0,0.92,1277.56,1,201199.0,612,0,0,0,1,0,0,0,3,1
751,43,1,0,3.36,2,4,130805,3,866000,9548.67,47,36,8,3,0.77,827.14,4,97511.0,18,1,0,1,0,0,0,0,2,0
752,47,0,1,1.59,1,1,274979,2,590000,10871.5,38,31,4,3,0.82,898.17,1,138755.0,1429,1,0,0,0,0,0,0,2,1
753,47,1,0,1.07,1,1,164173,2,524000,7979.0,50,35,6,9,0.7,714.41,1,135967.0,1342,0,1,0,0,1,0,0,3,0
